Date,Kandy,Dambulla
2021-07-13,100.00--120.00,90.00--120.00
2021-07-14,100.00--120.00,90.00--110.00
2021-07-15,90.00--100.00,90.00--100.00
2021-07-16,100.00--110.00,80.00--120.00
2021-07-19,90.00--100.00,80.00--110.00
2021-07-20,100.00--110.00,80.00--120.00
2021-07-22,100.00--110.00,90.00--110.00
2021-07-26,120.00--130.00,100.00--130.00
2021-07-27,110.00--120.00,120.00--140.00
2021-07-28,130.00--140.00,120.00--150.00
2021-07-29,120.00--130.00,130.00--150.00
2021-07-30,100.00--110.00,100.00--140.00
2021-08-01,120.00--130.00,90.00--110.00
2021-08-02,160.00--170.00,120.00--180.00
2021-08-03,120.00--130.00,100.00--150.00
2021-08-04,120.00--130.00,90.00--120.00
2021-08-06,130.00--140.00,130.00--140.00
2021-08-07,100.00--120.00,90.00--110.00
2021-08-10,90.00--100.00,90.00--120.00
2021-08-11,180.00--190.00,170.00--200.00
2021-08-12,270--290,250--280
2021-08-13,90.00--100.00,100.00--120.00
2021-08-16,90.00--100.00,80.00--110.00
2021-08-17,80.00--90.00,60.00--90.00
2021-08-18,80.00--90.00,80.00--110.00
2021-08-19,80.00--90.00,90.00--120.00
2021-08-20,80.00--90.00,70.00--100.00
2021-08-24,80.00--100.00,100.00--120.00
2021-08-25,100.00--120.00,90.00--110.00
2021-09-02,130.00--140.00,100.00--150.00
2021-09-03,130.00--140.00,80.00--120.00
2021-09-04,120.00--130.00,100.00--130.00
2021-09-06,150.00--160.00,140.00--150.00
2021-09-07,100.00--110.00,110.00--130.00
2021-09-08,100.00--110.00,100.00--120.00
2021-09-09,90.00--100.00,70.00--90.00
2021-09-11,190.00--200.00,170.00--200.00
2021-09-12,270--280,270--300
2021-09-13,100.00--110.00,60.00--80.00
2021-09-14,90.00--100.00,60.00--80.00
2021-09-15,80.00--90.00,50.00--80.00
2021-09-16,80.00--90.00,70.00--90.00
2021-09-17,80.00--90.00,60.00--80.00
2021-09-21,80.00--90.00,65.00--85.00
2021-09-22,80.00--90.00,70.00--90.00
2021-09-23,80.00--90.00,65.00--90.00
2021-09-24,80.00--90.00,65.00--85.00
2021-09-27,70.00--80.00,65.00--90.00
2021-09-28,100.00--110.00,65.00--90.00
2021-09-29,110.00--120.00,80.00--120.00
2021-09-30,110.00--120.00,90.00--120.00
2021-10-02,150.00--160.00,130.00--180.00
2021-10-03,130.00--140.00,100.00--140.00
2021-10-05,90.00--100.00,110.00--130.00
2021-10-09,90.00--100.00,70.00--90.00
2021-10-11,160.00--180.00,160.00--190.00
2021-10-12,270--280,240--270
2021-10-13,100.00--110.00,70.00--100.00
2021-10-14,90.00--110.00,80.00--110.00
2021-10-15,90.00--100.00,80.00--115.00
2021-10-18,100.00--120.00,100.00--120.00
2021-10-21,100.00--120.00,120.00--140.00
2021-10-22,100.00--120.00,110.00--140.00
2021-10-25,110.00--120.00,100.00--130.00
2021-10-26,110.00--120.00,110.00--140.00
2021-10-27,120.00--130.00,120.00--150.00
2021-10-28,140.00--150.00,150.00--180.00
2021-10-29,140.00--150.00,150.00--170.00
2021-11-01,110.00--120.00,90.00--120.00
2021-11-02,150.00--160.00,110.00--160.00
2021-11-05,90.00--100.00,90.00--120.00
2021-11-08,100.00--110.00,100.00--120.00
2021-11-10,80.00--90.00,80.00--110.00
2021-11-11,230.00--240.00,220.00--250.00
2021-11-15,190.00--210.00,240.00--260.00
2021-11-16,230.00--240.00,260.00--280.00
2021-11-17,260.00--280.00,270.00--290.00
2021-11-19,270.00--280.00,260.00--280.00
2021-11-22,300.00--320.00,290.00--340.00
2021-11-23,300.00--310.00,250.00--280.00
2021-11-24,250.00--260.00,220.00--240.00
2021-11-25,300.00--320.00,320.00--350.00
2021-11-26,280.00--300.00,230.00--260.00
2021-11-29,280.00--290.00,230.00--250.00
2021-11-30,280.00--290.00,230.00--260.00
2021-12-02,140.00--150.00,130.00--180.00
2021-12-03,140.00--150.00,100.00--140.00
2021-12-05,120.00--130.00,110.00--140.00
2021-12-07,120.00--130.00,130.00--140.00
2021-12-08,90.00--100.00,90.00--120.00
2021-12-10,100.00--110.00,100.00--140.00
2021-12-11,230.00--250.00,190.00--230.00
2021-12-13,350--370,300--350
2021-12-14,370--380,350--400
2021-12-15,380--400,400--450
2021-12-16,380--400,290--350
2021-12-17,300--320,250--300
2021-12-20,380--400,300--350
2021-12-21,300--320,200--380
2021-12-22,300--320,290--360
2021-12-23,300--320,320--410
2021-12-24,340--350,300--360
2021-12-27,380--400,380--450
2021-12-28,380--400,300--350
2021-12-29,380--400,300--430
2021-12-30,390--410,360--440
2021-12-31,400--430,260--380
2022-01-02,350--370,300--360
2022-01-04,120--130,120--160
2022-01-06,280--300,260--300
2022-01-07,230--250,200--240
2022-01-08,250--260,180--220
2022-01-09,240--260,230--280
2022-01-11,280--300,250--320
2022-01-12,350--370,300--350
2022-01-13,280--300,270--350
2022-01-18,380--400,280--380
2022-01-19,380--400,300--360
2022-01-20,350--380,280--360
2022-01-21,350--380,280--340
2022-01-24,320--350,250--260
2022-01-25,320--350,320--380
2022-01-26,320--350,250--340
2022-01-27,300--340,280--330
2022-01-28,320--350,310--360
2022-01-31,320--350,290--380
2022-02-02,350--370,300--400
2022-02-03,260--280,200--280
2022-02-06,280--300,270--300
2022-02-08,200--220,160--180
2022-02-09,240--260,250--300
2022-02-11,300--320,200--300
2022-02-12,330--350,280--320
2022-02-14,400-430,280--420
2022-02-15,380--400,320--430
2022-02-17,400--420,380--440
2022-02-18,370--400,330--400
2022-02-21,350--370,280--360
2022-03-01,400--430,260--380
2022-03-02,350--370,330--360
2022-03-03,280--300,250--340
2022-03-06,290--300,230--270
2022-03-08,220--230,250--280
2022-03-10,300--330,280--350
2022-03-11,280--300,250--320
2022-03-14,180--200,190--240
2022-03-15,200--220,200--260
2022-03-16,200--220,200--260
2022-03-18,200--220,170--210
2022-03-21,160--180,150--190
2022-03-22,160--180,150--180
2022-03-23,160--180,160--200
2022-03-24,150--160,140--180
2022-03-25,140-160,140-170
2022-03-28,130--150,120--150
2022-03-29,120--140,100--140
2022-03-30,120--140,100--120
2022-03-31,120--130,100--120
2022-04-03,300--320,260--350
2022-04-04,140--150,150--180
2022-04-05,110--120,140--160
2022-04-07,240--250,250--280
2022-04-08,290--300,280--330
2022-04-10,280--300,270--320
2022-04-11,280--300,260--320
2022-04-18,120--130,100--120
2022-04-19,120--130,100--120
2022-04-20,90--100,70--90
2022-04-21,120--130,150--200
2022-04-22,100--110,100--130
2022-04-25,100--110,80--110
2022-04-26,100--110,80--100
2022-04-27,100--110,120--150
2022-04-29,100--120,90--130
2022-05-01,350--380,340--420
2022-05-04,160--180,150--200
2022-05-05,170--180,140--160
2022-05-07,240--260,180--220
2022-05-08,240--260,180--220
2022-05-09,240--270,250--280
2022-05-10,280--300,270--320
2022-05-12,250--280,250--300
2022-05-13,220--230,250--300
2022-05-17,220--250,200--250
2022-05-18,220--240,200--250
2022-05-19,230--250,250--300
2022-05-20,230--250,180--230
2022-05-23,240--250,200--250
2022-05-24,250--260,200--230
2022-05-25,250--260,200--240
2022-05-26,250--270,240--270
2022-05-27,260--280,240--260
2022-05-30,270--280,280--310
2022-05-31,280--290,220--250
2022-06-01,300--320,250--360
2022-06-04,130--150,130--180
2022-06-06,260--280,230--280
2022-06-07,250--270,200--250
2022-06-09,240--260,250--300
2022-06-10,280--300,250--300
2022-06-12,260--300,250--300
2022-06-13,260--280,280--300
2022-06-15,270--280,
2022-06-16,280--300,250--320
2022-06-17,270--300,230--260
2022-06-20,230--250,200--250
2022-06-21,250--270,200--240
2022-06-22,220--240,220--270
2022-06-23,230--250,220--250
2022-06-24,230--250,220--280
2022-06-27,240--250,200--250
2022-06-28,220--240,180--230
2022-06-29,230--250,180--220
2022-06-30,250--260,180--230
2022-07-01,360--380,250--350
2022-07-03,280--300,200--270
2022-07-04,120--130,100--140
2022-07-06,250--270,220--250
2022-07-07,250--260,200--250
2022-07-09,250--270,230--280
2022-07-10,300--320,180--250
2022-07-14,270--300,250--280
2022-07-15,270--290,230--250
2022-07-18,260--280,240--280
2022-07-19,250--260,230--250
2022-07-20,200--220,220--250
2022-07-21,260--270,220--250
2022-07-22,250--260,220--260
2022-07-25,250--260,180--220
2022-07-26,230--250,180--200
2022-07-27,250--260,180--230
2022-07-28,250--260,170--220
2022-07-29,200--220,190--240
2022-08-02,350--380,350--420
2022-08-03,260--280,160--240
2022-08-04,120--130,100--120
2022-08-06,250--270,230--270
2022-08-08,230--250,220--250
2022-08-09,250--270,250--300
2022-08-11,270--300,250--340
2022-08-15,290--300,280--300
2022-08-16,290--310,280--300
2022-08-17,280--300,230--270
2022-08-18,280--300,230--280
2022-08-19,250--280,220--260
2022-08-22,250--260,260--300
2022-08-23,220--240,250--300
2022-08-24,230--250,240--270
2022-08-25,260--280,240--300
2022-08-26,260--280,250--290
2022-08-29,260--280,250--300
2022-08-30,260--280,250--280
2022-09-02,350--370,380--400
2022-09-03,240--260,180--260
2022-09-05,160--180,150--160
2022-09-06,250--270,230--270
2022-09-08,250--270,220--250
2022-09-09,250--270,220--260
2022-09-11,290--310,300--350
2022-09-12,250--260,220--280
2022-09-13,330--350,280--320
2022-09-14,320--340,280--330
2022-09-15,280--300,290--320
2022-09-16,280--300,240--260
2022-09-19,300--320,260--300
2022-09-20,300--320,250--300
2022-09-21,320--340,230--300
2022-09-22,280--300,250--300
2022-09-23,280--300,280--320
2022-09-26,250--270,280--320
2022-09-27,280--300,260--300
2022-09-28,280--300,250--300
2022-09-29,300--320,250--300
2022-09-30,280--300,240--300
2022-10-01,300--320,220--280
2022-10-02,350--370,400--450
2022-10-03,240--260,150--200
2022-10-06,250--270,220--280
2022-10-08,250--260,220--250
2022-10-10,300--320,250--300
2022-10-11,320--340,280--320
2022-10-13,280--300,220--280
2022-10-14,280--300,250--270
2022-10-17,250--280,250--310
2022-10-18,250--280,220--280
2022-10-19,250--280,220--270
2022-10-20,250--280,200--270
2022-10-21,250--280,240--300
2022-10-25,270--290,260--320
2022-10-26,250--280,250--300
2022-10-27,260--280,250--300
2022-10-28,280--300,250--300
2022-10-31,250--280,280--340
2022-11-01,300--320,240--300
2022-11-02,370-400,400--460
2022-11-03,230--240,160--200
2022-11-07,250--270,240--260
2022-11-10,300--320,260--300
2022-11-11,320--330,250--270
2022-11-14,350--370,330--400
2022-11-15,380--400,320--360
2022-11-16,350--370,300--380
2022-11-17,350--370,320--360
2022-11-18,350--370,350--400
2022-11-21,330--350,340--400
2022-11-22,340--360,320--380
2022-11-23,370--380,330--380
2022-11-24,360--370,350--380
2022-11-25,360--380,320--380
2022-11-28,350--380,320--360
2022-11-29,340--360,300--330
2022-11-30,350--380,300--350
2022-12-01,260--280,250--330
2022-12-04,130--150,100--130
2022-12-05,,280--330
2022-12-07,330--350,270--290
2022-12-08,250--270,230--280
2022-12-09,280--300,260--320
2022-12-10,280--300,250--270
2022-12-12,260--280,240--280
2022-12-13,280--300,240--280
2022-12-14,280--300,230--280
2022-12-15,280--300,240--300
2022-12-16,280--300,250--300
2022-12-19,240--260,240--280
2022-12-20,240--260,230--260
2022-12-21,240--260,200--260
2022-12-22,200--220,200--250
2022-12-23,180--200,160--200
2022-12-26,280--300,250--280
2022-12-27,240--250,180--220
2022-12-28,200--220,180--220
2022-12-29,220--240,200--230
2022-12-30,220--230,180--220
2023-01-02,90--100,80--110
2023-01-03,100-110,80--120
2023-01-06,330--350,280--330
2023-01-09,250--270,220--300
2023-01-11,240--260,220--260
2023-01-12,290--310,240--300
2023-01-16,160--190,100--120
2023-01-17,150--160,120--150
2023-01-18,140--160,140--180
2023-01-19,140--160,100--140
2023-01-20,100--120,100--130
2023-01-23,100--130,100--130
2023-01-24,100--130,100--130
2023-01-25,130--150,100--130
2023-01-26,120--140,120--140
2023-01-27,100--120,100--130
2023-01-30,90--110,90--120
2023-02-01,220--250,180--220
2023-02-02,100--120,100--130
2023-02-03,100-120,80--130
2023-02-05,120-140,120--150
2023-02-06,320--330,280--330
2023-02-08,420--450,400--450
2023-02-10,200--230,180--230
2023-02-11,240--260,240--280
2023-02-13,100--120,90--120
2023-02-14,100--110,90--120
2023-02-15,100--120,100--120
2023-02-16,100--120,90--130
2023-02-17,130--150,110--150
2023-02-20,140--160,100--150
2023-02-21,110-130,120--160
2023-02-22,120-140,100--140
2023-02-23,100-120,90--130
2023-02-24,100-100,80--130
2023-02-27,100-110,70--110
2023-02-28,90-100,60--100
2023-03-01,200--220,180--220
2023-03-02,90--110,100--120
2023-03-03,100-120,80--120
2023-03-04,100-120,80--110
2023-03-05,120-140,130--150
2023-03-08,400--420,400--430
2023-03-10,180--200,170--230
2023-03-11,250--270,230--270
2023-03-13,90-110,60--110
2023-03-14,80-100,70--120
2023-03-15,90-100,60--100
2023-03-16,90-100,70--110
2023-03-17,85-100,70--120
2023-03-20,90-100,70--110
2023-03-21,90-100,60--100
2023-03-22,80-100,70--100
2023-03-23,80-100,70--100
2023-03-24,80-90,60--90
2023-03-27,90-100,90--130
2023-03-28,100-110,80--120
2023-03-29,100-110,80--120
2023-03-30,120-130,80--120
2023-03-31,110-130,80--110
2023-04-01,170--200,160--220
2023-04-04,100-110,80--110
2023-04-05,130--150,120--140
2023-04-07,420--430,350--400
2023-04-08,400--430,380--440
2023-04-09,200--210,180--230
2023-04-10,170--200,120--150
2023-04-12,280--300,250--300
2023-04-17,120-130,130--150
2023-04-18,130-140,120--130
2023-04-19,140-150,130--150
2023-04-20,130-150,120--140
2023-04-21,130-150,110--140
2023-04-24,130-140,120--140
2023-04-25,130-140,120--140
2023-04-26,130-140,120--150
2023-04-27,120-130,110--130
2023-04-28,110-120,100--130
2023-05-01,180--200,150--200
2023-05-06,330--350,240--300
2023-05-07,420--440,400--450
2023-05-09,180--200,180--230
2023-05-10,160--180,130--160
2023-05-12,280--300,250--350
2023-05-15,230--250,180--220
2023-05-16,220--240,180--220
2023-05-17,270--300,200--280
2023-05-18,270--300,260--300
2023-05-19,260--280,220--260
2023-05-22,260--280,240--280
2023-05-23,250--270,240--280
2023-05-24,250--270,220--270
2023-05-25,290--300,230--250
2023-05-26,280--300,230--280
2023-05-29,280--300,250--300
2023-05-30,300--320,280--330
2023-06-02,100--120,90--110
2023-06-04,100-110,70--100
2023-06-06,320--330,280--320
2023-06-07,400--420,400--450
2023-06-09,160--200,180--220
2023-06-10,170--190,130--170
2023-06-11,230--250,200--250
2023-06-12,280--320,180--300
2023-06-13,320--340,270--330
2023-06-14,300--330,260--300
2023-06-15,290--310,250--300
2023-06-16,300--320,270--320
2023-06-19,280--300,300--330
2023-06-20,280--300,280--320
2023-06-21,280--300,280--320
2023-06-22,330--350,320--350
2023-06-23,330--350,360--400
2023-06-26,350--380,340--360
2023-06-27,350--370,380--400
2023-06-28,380--400,400--420
2023-06-30,390--410,330--350
2023-07-02,110--130,100--120
2023-07-03,100-110,70--120
2023-07-06,280--300,280--320
2023-07-07,400--420,400--430
2023-07-08,380--420,400--440
2023-07-09,180--200,200--230
2023-07-11,230--250,200--250
2023-07-12,300--320,220--300
2023-07-13,300--320,280--350
2023-07-14,300--320,330--400
2023-07-17,400--420,350--400
2023-07-18,380--420,370--400
2023-07-19,380--410,380--440
2023-07-20,400--420,400--440
2023-07-21,380--400,380--450
2023-07-24,420--440,400--450
2023-07-25,440--470,400--450
2023-07-26,420--450,400--450
2023-07-27,420--440,380--430
2023-07-28,420--450,350--400
2023-08-02,110--120,100--140
2023-08-03,100-130,90--130
2023-08-05,120--140,120--150
2023-08-06,270--300,280--320
2023-08-08,380--400,400--450
2023-08-09,180--200,180--250
2023-08-11,230--250,200--230
2023-08-12,300--320,270--340
2023-08-14,360--380,350--400
2023-08-15,360--380,360--420
2023-08-16,360--380,380--420
2023-08-17,350--380,350--400
2023-08-18,320--350,300--350
2023-08-21,280--300,260--340
2023-08-22,280--300,250--320
2023-08-23,300--330,320--380
2023-08-24,300--320,300--350
2023-08-25,280--300,250--320
2023-08-28,270--280,220--300
2023-08-29,250--260,180--250
2023-08-31,260--280,220--280
2023-09-01,150--160,120--180
2023-09-02,100--120,90--120
2023-09-03,100-110,80--120
2023-09-05,130--150,120--140
2023-09-06,300--320,250--300
2023-09-08,400--420,400--450
2023-09-10,150--170,130--160
2023-09-11,240--260,220--260
2023-09-13,150--160,170--220
2023-09-14,150--160,170--220
2023-09-15,150--160,190--230
2023-09-18,150--160,130--170
2023-09-19,140--150,120--160
2023-09-20,130--140,120--150
2023-09-21,120--130,120--150
2023-09-22,120--140,120--140
2023-09-25,110--130,120--150
2023-09-26,110--130,100--130
2023-10-01,130--160,120--140
2023-10-02,110--120,90--130
2023-10-03,90-100,80--110
2023-10-04,100-120,80--120
2023-10-05,130--150,110--140
2023-10-07,380--400,350--400
2023-10-08,390--400,400--450
2023-10-10,140--160,120--180
2023-10-11,240--260,220--280
2023-10-13,150--160,130--170
2023-10-16,150--170,140--160
2023-10-17,150--170,140--160
2023-10-18,140--160,140--170
2023-10-19,160--170,150--180
2023-10-20,150--170,130--160
2023-10-23,170--180,150--200
2023-10-24,180--200,170--240
2023-10-25,160--180,190--230
2023-10-26,200--220,180--220
2023-10-27,220--240,200--220
2023-10-30,250--270,230--260
2023-10-31,250--270,240--280
2023-11-01,120--150,100--140
2023-11-04,100-120,100--130
2023-11-05,120--140,120--140
2023-11-07,340--360,280--350
2023-11-08,360--380,350--400
2023-11-09,180--200,180--230
2023-11-10,140--160,150--180
2023-11-12,300--320,300--380
2023-11-13,320--350,350--400
2023-11-14,320--350,350--400
2023-11-15,280--300,360--400
2023-11-16,280--300,300--350
2023-11-17,280--300,250--320
2023-11-20,260--300,280--350
2023-11-21,270--300,260--300
2023-11-22,240--260,250--300
2023-11-23,250--260,250--300
2023-11-24,280--300,240--280
2023-11-27,320--340,260--320
2023-11-28,280--300,260--300
2023-12-01,140--160,130--160
2023-12-05,120--140,130--150
2023-12-06,300--320,270--320
2023-12-07,300--320,250--330
2023-12-09,180--200,150--200
2023-12-10,150--170,130--170
2023-12-12,300-320,250--330
2023-12-13,280--300,280--340
2023-12-14,300--330,280--340
2023-12-15,330--350,330--400
2023-12-18,400--420,250--320
2023-12-19,350--370,370--450
2023-12-20,380--420,350--450
2023-12-21,380--420,400--500
2023-12-22,380--420,380--450
2023-12-27,550--580,500--600
2023-12-28,550--580,550--600
2023-12-29,600--650,700--750
