Date,Exchange Rate
7/17/2023,319.12
7/18/2023,322.81
7/19/2023,322.53
7/20/2023,324.25
7/21/2023,325.22
7/22/2023,325.73
7/23/2023,326.24
7/24/2023,326.75
7/25/2023,329
7/26/2023,329.42
7/27/2023,329.38
7/28/2023,329.28
7/29/2023,329.31
7/30/2023,329.33
7/31/2023,329.36
8/1/2023,327
8/2/2023,324.65
8/3/2023,314.1
8/4/2023,318.44
8/5/2023,318.44
8/6/2023,318.44
8/7/2023,318.44
8/8/2023,321.5
8/9/2023,321.08
8/10/2023,320.26
8/11/2023,320
8/12/2023,319.99
8/13/2023,319.99
8/14/2023,319.98
8/15/2023,320.94
8/16/2023,321.18
8/17/2023,321.09
8/18/2023,321.86
8/19/2023,322.32
8/20/2023,322.79
8/21/2023,323.25
8/22/2023,323.94
8/23/2023,323.94
8/24/2023,323.97
8/25/2023,324.05
8/26/2023,323.99
8/27/2023,323.93
8/28/2023,323.87
8/29/2023,323.91
8/30/2023,323.29
8/31/2023,322.66
9/1/2023,319.65
9/2/2023,319.52
9/3/2023,319.39
9/4/2023,319.26
9/5/2023,320.38
9/6/2023,322
9/7/2023,322
9/8/2023,322.39
9/9/2023,322.14
9/10/2023,321.9
9/11/2023,321.66
9/12/2023,322.28
9/13/2023,322.38
9/14/2023,323.38
9/15/2023,323.37
9/16/2023,323.37
9/17/2023,323.37
9/18/2023,323.38
9/19/2023,323.71
9/20/2023,324
9/21/2023,324.7
9/22/2023,324.61
9/23/2023,324.55
9/24/2023,324.5
9/25/2023,324.44
9/26/2023,324.6
9/27/2023,324.45
9/28/2023,324.26
9/29/2023,324.08
9/30/2023,323.89
10/1/2023,323.7
10/2/2023,323.52
10/3/2023,323.8
10/4/2023,323.77
10/5/2023,323.77
10/6/2023,323.69
10/7/2023,323.67
10/8/2023,323.64
10/9/2023,323.61
10/10/2023,323.6
10/11/2023,323.81
10/12/2023,323.85
10/13/2023,323.8
10/14/2023,323.82
10/15/2023,323.84
10/16/2023,323.86
10/17/2023,323.91
10/18/2023,324.14
10/19/2023,324.38
10/20/2023,324.97
10/21/2023,324.98
10/22/2023,324.99
10/23/2023,325
10/24/2023,325.9
10/25/2023,327.11
10/26/2023,326.56
10/27/2023,326.5
10/28/2023,326.71
10/29/2023,326.92
10/30/2023,327.13
10/31/2023,327.38
11/1/2023,327.62
11/2/2023,328.03
11/3/2023,329.06
11/4/2023,329.03
11/5/2023,329.01
11/6/2023,328.98
11/7/2023,327.74
11/8/2023,327.12
11/9/2023,328.41
11/10/2023,328.46
11/11/2023,328.04
11/12/2023,327.62
11/13/2023,327.19
11/14/2023,326.89
11/15/2023,327.36
11/16/2023,328.64
11/17/2023,328.07
11/18/2023,328.02
11/19/2023,327.97
11/20/2023,327.92
11/21/2023,328.09
11/22/2023,328.39
11/23/2023,328.48
11/24/2023,328.72
11/25/2023,328.73
11/26/2023,328.74
11/27/2023,328.75
11/28/2023,329
11/29/2023,329.51
11/30/2023,329.04
12/1/2023,327.56
12/2/2023,327.7
12/3/2023,327.84
12/4/2023,327.98
12/5/2023,328.03
12/6/2023,328.02
12/7/2023,327.13
12/8/2023,326.59
12/9/2023,326.7
12/10/2023,326.82
12/11/2023,326.93
12/12/2023,327.18
12/13/2023,327.1
12/14/2023,326.78
12/15/2023,326.72
12/16/2023,326.81
12/17/2023,326.9
12/18/2023,326.99
12/19/2023,326.92
12/20/2023,326.96
12/21/2023,326.97
12/22/2023,326.35
12/23/2023,326.23
12/24/2023,326.11
12/25/2023,325.99
12/26/2023,325.86
12/27/2023,325.74
12/28/2023,324.23
12/29/2023,323.92
