Date,Kandy,Dambulla,Exchange Rate
2023-09-19,315.0,310.0,323.71
2023-09-20,285.0,225.0,324.0
2023-09-21,240.0,305.0,324.7
2023-09-22,215.0,195.0,324.61
2023-09-23,221.66666666666666,216.66666666666666,324.55
2023-09-24,228.33333333333334,238.33333333333334,324.5
2023-09-25,235.0,260.0,324.44
2023-09-26,265.0,275.0,324.6
2023-09-27,269.1666666666667,280.4166666666667,324.45
2023-09-28,273.3333333333333,285.8333333333333,324.26
2023-09-29,277.5,291.25,324.08
2023-09-30,281.6666666666667,296.6666666666667,323.89
2023-10-01,285.8333333333333,302.0833333333333,323.7
2023-10-02,290.0,307.5,323.52
2023-10-03,294.1666666666667,312.9166666666667,323.8
2023-10-04,298.3333333333333,318.3333333333333,323.77
2023-10-05,302.5,323.75,323.77
2023-10-06,306.6666666666667,329.1666666666667,323.69
2023-10-07,310.8333333333333,334.5833333333333,323.67
2023-10-08,315.0,340.0,323.64
2023-10-09,307.5,322.5,323.61
2023-10-10,300.0,305.0,323.6
2023-10-11,365.0,275.0,323.81
2023-10-12,340.0,320.0,323.85
2023-10-13,315.0,365.0,323.8
2023-10-14,321.6666666666667,368.3333333333333,323.82
2023-10-15,328.3333333333333,371.6666666666667,323.84
2023-10-16,335.0,375.0,323.86
2023-10-17,365.0,375.0,323.91
2023-10-18,340.0,380.0,324.14
2023-10-19,340.0,425.0,324.38
2023-10-20,390.0,315.0,324.97
2023-10-21,393.3333333333333,368.3333333333333,324.98
2023-10-22,396.6666666666667,421.6666666666667,324.99
2023-10-23,400.0,475.0,325.0
2023-10-24,410.0,475.0,325.9
2023-10-25,460.0,475.0,327.11
2023-10-26,490.0,515.0,326.56
2023-10-27,510.0,525.0,326.5
2023-10-28,465.0,508.3333333333333,326.71
2023-10-29,420.0,491.6666666666667,326.92
2023-10-30,375.0,475.0,327.13
2023-10-31,275.0,315.0,327.38
2023-11-01,280.0,316.25,327.62
2023-11-02,285.0,317.5,328.03
2023-11-03,290.0,318.75,329.06
2023-11-04,295.0,320.0,329.03
2023-11-05,300.0,321.25,329.01
2023-11-06,305.0,322.5,328.98
2023-11-07,310.0,323.75,327.74
2023-11-08,315.0,325.0,327.12
2023-11-09,350.0,315.0,328.41
2023-11-10,290.0,350.0,328.46
2023-11-11,357.5,337.5,328.04
2023-11-12,425.0,325.0,327.62
2023-11-13,315.0,375.0,327.19
2023-11-14,365.0,325.0,326.89
2023-11-15,300.0,330.0,327.36
2023-11-16,315.0,325.0,328.64
2023-11-17,360.0,340.0,328.07
2023-11-18,385.0,351.6666666666667,328.02
2023-11-19,410.0,363.3333333333333,327.97
2023-11-20,435.0,375.0,327.92
2023-11-21,425.0,400.0,328.09
2023-11-22,475.0,375.0,328.39
2023-11-23,465.0,475.0,328.48
2023-11-24,475.0,475.0,328.72
2023-11-25,503.3333333333333,485.0,328.73
2023-11-26,531.6666666666666,495.0,328.74
2023-11-27,560.0,505.0,328.75
2023-11-28,565.0,515.0,329.0
2023-11-29,545.0,497.72727272727275,329.51
2023-11-30,525.0,480.45454545454544,329.04
2023-12-01,505.0,463.1818181818182,327.56
2023-12-02,485.0,445.9090909090909,327.7
2023-12-03,465.0,428.6363636363636,327.84
2023-12-04,445.0,411.3636363636364,327.98
2023-12-05,425.0,394.0909090909091,328.03
2023-12-06,405.0,376.8181818181818,328.02
2023-12-07,385.0,359.5454545454545,327.13
2023-12-08,365.0,342.27272727272725,326.59
2023-12-09,345.0,325.0,326.7
2023-12-10,300.0,325.0,326.82
2023-12-11,312.5,287.5,326.93
2023-12-12,325.0,250.0,327.18
2023-12-13,325.0,275.0,327.1
2023-12-14,325.0,310.0,326.78
2023-12-15,365.0,315.0,326.72
2023-12-16,368.3333333333333,315.0,326.81
2023-12-17,371.6666666666667,315.0,326.9
2023-12-18,375.0,315.0,326.99
2023-12-19,375.0,275.0,326.92
2023-12-20,425.0,360.0,326.96
2023-12-21,475.0,375.0,326.97
2023-12-22,525.0,415.0,326.35
2023-12-23,535.0,432.0,326.23
2023-12-24,545.0,449.0,326.11
2023-12-25,555.0,466.0,325.99
2023-12-26,565.0,483.0,325.86
2023-12-27,575.0,500.0,325.74
2023-12-28,525.0,550.0,324.23
2023-12-29,590.0,475.0,323.92
