Date,Bean_Kandy_price
8/25/2021,170.0
9/2/2021,145.0
9/3/2021,125.0
9/4/2021,85.0
9/6/2021,165.0
9/7/2021,135.0
9/8/2021,190.0
9/9/2021,145.0
9/11/2021,235.0
9/12/2021,315.0
9/13/2021,135.0
9/14/2021,115.0
9/15/2021,125.0
9/16/2021,95.0
9/17/2021,95.0
9/21/2021,125.0
9/22/2021,110.0
9/23/2021,115.0
9/24/2021,110.0
9/27/2021,125.0
9/28/2021,125.0
9/29/2021,155.0
9/30/2021,155.0
10/2/2021,155.0
10/3/2021,115.0
10/5/2021,95.0
10/9/2021,140.0
10/11/2021,245.0
10/12/2021,310.0
10/13/2021,195.0
10/14/2021,155.0
10/15/2021,170.0
10/18/2021,240.0
10/21/2021,220.0
10/22/2021,210.0
10/25/2021,160.0
10/26/2021,160.0
10/27/2021,190.0
10/28/2021,190.0
11/1/2021,135.0
11/2/2021,155.0
11/5/2021,105.0
11/8/2021,190.0
11/10/2021,275.0
11/11/2021,290.0
11/15/2021,390.0
11/16/2021,395.0
11/17/2021,345.0
11/19/2021,310.0
11/22/2021,350.0
11/23/2021,290.0
11/24/2021,240.0
11/25/2021,240.0
11/26/2021,210.0
11/29/2021,210.0
11/30/2021,230.0
12/1/2021,135.0
12/2/2021,155.0
12/3/2021,135.0
12/5/2021,125.0
12/7/2021,175.0
12/8/2021,215.0
12/10/2021,250.0
12/11/2021,365.0
12/13/2021,370.0
12/14/2021,360.0
12/15/2021,340.0
12/16/2021,340.0
12/17/2021,305.0
12/20/2021,370.0
12/21/2021,345.0
12/22/2021,355.0
12/23/2021,360.0
12/24/2021,360.0
12/27/2021,410.0
12/28/2021,390.0
12/29/2021,390.0
12/30/2021,340.0
12/31/2021,335.0
1/2/2022,190.0
1/4/2022,95.0
1/6/2022,515.0
1/7/2022,290.0
1/8/2022,290.0
1/9/2022,290.0
1/11/2022,365.0
1/12/2022,225.0
1/13/2022,315.0
1/18/2022,335.0
1/19/2022,315.0
1/20/2022,350.0
1/21/2022,355.0
1/24/2022,415.0
1/25/2022,415.0
1/26/2022,340.0
1/27/2022,335.0
1/28/2022,265.0
1/31/2022,190.0
2/2/2022,170.0
2/3/2022,210.0
2/6/2022,465.0
2/8/2022,335.0
2/9/2022,290.0
2/11/2022,285.0
2/12/2022,220.0
2/14/2022,170.0
2/15/2022,170.0
2/17/2022,170.0
2/18/2022,210.0
2/21/2022,210.0
3/1/2022,335.0
3/2/2022,170.0
3/3/2022,210.0
3/6/2022,490.0
3/8/2022,360.0
3/10/2022,285.0
3/11/2022,275.0
3/14/2022,190.0
3/15/2022,160.0
3/16/2022,160.0
3/18/2022,170.0
3/21/2022,170.0
3/22/2022,160.0
3/23/2022,160.0
3/24/2022,160.0
3/25/2022,140.0
3/28/2022,130.0
3/29/2022,140.0
3/30/2022,110.0
3/31/2022,110.0
4/3/2022,240.0
4/4/2022,140.0
4/5/2022,340.0
4/7/2022,310.0
4/8/2022,370.0
4/10/2022,265.0
4/11/2022,275.0
4/18/2022,185.0
4/19/2022,185.0
4/21/2022,170.0
4/22/2022,215.0
4/25/2022,265.0
4/26/2022,240.0
4/27/2022,290.0
4/29/2022,365.0
5/1/2022,190.0
5/4/2022,140.0
5/5/2022,340.0
5/7/2022,310.0
5/8/2022,360.0
5/9/2022,375.0
5/10/2022,240.0
5/12/2022,135.0
5/13/2022,390.0
5/17/2022,340.0
5/18/2022,360.0
5/19/2022,365.0
5/20/2022,440.0
5/23/2022,435.0
5/24/2022,440.0
5/25/2022,440.0
5/26/2022,525.0
5/27/2022,465.0
5/30/2022,515.0
5/31/2022,510.0
6/1/2022,215.0
6/6/2022,540.0
6/7/2022,335.0
6/9/2022,360.0
6/10/2022,265.0
6/12/2022,150.0
6/13/2022,565.0
6/15/2022,590.0
6/16/2022,565.0
6/17/2022,525.0
6/20/2022,540.0
6/21/2022,535.0
6/22/2022,540.0
6/23/2022,515.0
6/24/2022,475.0
6/27/2022,425.0
6/28/2022,375.0
6/29/2022,290.0
6/30/2022,310.0
7/1/2022,220.0
7/3/2022,190.0
7/4/2022,110.0
7/6/2022,575.0
7/7/2022,290.0
7/9/2022,365.0
7/10/2022,290.0
7/14/2022,310.0
7/15/2022,310.0
7/18/2022,335.0
7/19/2022,335.0
7/20/2022,335.0
7/21/2022,290.0
7/22/2022,310.0
7/25/2022,280.0
7/26/2022,265.0
7/27/2022,310.0
7/28/2022,340.0
7/29/2022,290.0
8/2/2022,170.0
8/3/2022,210.0
8/4/2022,140.0
8/6/2022,575.0
8/8/2022,415.0
8/9/2022,365.0
8/11/2022,290.0
8/15/2022,440.0
8/16/2022,415.0
8/17/2022,290.0
8/18/2022,275.0
8/19/2022,240.0
8/22/2022,190.0
8/23/2022,235.0
8/24/2022,180.0
8/25/2022,185.0
8/26/2022,190.0
8/29/2022,260.0
8/30/2022,285.0
9/2/2022,155.0
9/3/2022,190.0
9/5/2022,310.0
9/6/2022,465.0
9/8/2022,490.0
9/9/2022,345.0
9/11/2022,310.0
9/12/2022,165.0
9/13/2022,410.0
9/14/2022,410.0
9/15/2022,365.0
9/16/2022,365.0
9/19/2022,335.0
9/20/2022,275.0
9/21/2022,240.0
9/22/2022,240.0
9/23/2022,240.0
9/26/2022,240.0
9/27/2022,240.0
9/28/2022,230.0
9/29/2022,290.0
9/30/2022,235.0
10/1/2022,280.0
10/2/2022,155.0
10/3/2022,190.0
10/6/2022,540.0
10/8/2022,515.0
10/10/2022,365.0
10/11/2022,315.0
10/13/2022,270.0
10/14/2022,265.0
10/17/2022,260.0
10/18/2022,260.0
10/19/2022,265.0
10/20/2022,265.0
10/21/2022,270.0
10/25/2022,235.0
10/26/2022,275.0
10/27/2022,290.0
10/28/2022,290.0
10/31/2022,385.0
11/1/2022,270.0
11/2/2022,170.0
11/3/2022,170.0
11/7/2022,315.0
11/10/2022,290.0
11/11/2022,315.0
11/14/2022,340.0
11/15/2022,340.0
11/16/2022,330.0
11/17/2022,290.0
11/18/2022,290.0
11/21/2022,365.0
11/22/2022,365.0
11/23/2022,380.0
11/24/2022,350.0
11/25/2022,365.0
11/28/2022,310.0
11/29/2022,255.0
11/30/2022,240.0
12/1/2022,310.0
12/4/2022,290.0
12/5/2022,
12/7/2022,315.0
12/8/2022,490.0
12/9/2022,390.0
12/10/2022,290.0
12/12/2022,425.0
12/13/2022,425.0
12/14/2022,460.0
12/15/2022,415.0
12/16/2022,425.0
12/19/2022,440.0
12/20/2022,465.0
12/21/2022,465.0
12/22/2022,425.0
12/23/2022,465.0
12/26/2022,590.0
12/27/2022,565.0
12/28/2022,450.0
12/29/2022,510.0
12/30/2022,550.0
1/2/2023,645.0
1/3/2023,635.0
1/4/2023,525.0
1/5/2023,500.0
1/9/2023,220.0
1/9/2023,325.0
1/10/2023,325.0
1/11/2023,425.0
1/11/2023,240.0
1/12/2023,515.0
1/12/2023,475.0
1/16/2023,435.0
1/17/2023,375.0
1/18/2023,275.0
1/19/2023,275.0
1/20/2023,275.0
1/23/2023,375.0
1/24/2023,410.0
1/25/2023,375.0
1/26/2023,360.0
1/27/2023,375.0
1/30/2023,435.0
2/1/2023,375.0
2/2/2023,375.0
2/3/2023,390.0
2/6/2023,390.0
2/7/2023,375.0
2/8/2023,365.0
2/8/2023,360.0
2/9/2023,390.0
2/10/2023,390.0
2/10/2023,235.0
2/11/2023,240.0
2/13/2023,365.0
2/14/2023,375.0
2/15/2023,325.0
2/16/2023,350.0
2/17/2023,365.0
2/20/2023,315.0
2/21/2023,290.0
2/22/2023,240.0
2/23/2023,190.0
2/24/2023,210.0
2/27/2023,215.0
2/28/2023,210.0
3/1/2023,245.0
3/2/2023,240.0
3/3/2023,210.0
3/7/2023,210.0
3/8/2023,215.0
3/8/2023,335.0
3/9/2023,210.0
3/10/2023,235.0
3/10/2023,235.0
3/11/2023,300.0
3/13/2023,210.0
3/14/2023,190.0
3/15/2023,185.0
3/16/2023,180.0
3/17/2023,160.0
3/20/2023,160.0
3/21/2023,130.0
3/22/2023,130.0
3/23/2023,125.0
3/24/2023,110.0
3/27/2023,130.0
3/28/2023,140.0
3/29/2023,130.0
3/30/2023,125.0
3/31/2023,125.0
4/3/2023,120.0
4/4/2023,130.0
4/6/2023,110.0
4/8/2023,300.0
4/9/2023,240.0
4/10/2023,265.0
4/10/2023,190.0
4/11/2023,190.0
4/12/2023,475.0
4/17/2023,110.0
4/18/2023,90.0
4/19/2023,110.0
4/20/2023,130.0
4/21/2023,130.0
4/24/2023,150.0
4/25/2023,130.0
4/26/2023,145.0
4/27/2023,145.0
4/28/2023,160.0
5/2/2023,230.0
5/3/2023,260.0
5/4/2023,260.0
5/8/2023,290.0
5/9/2023,235.0
5/9/2023,340.0
5/10/2023,390.0
5/10/2023,265.0
5/11/2023,390.0
5/12/2023,475.0
5/12/2023,375.0
5/15/2023,435.0
5/16/2023,375.0
5/17/2023,375.0
5/18/2023,325.0
5/19/2023,325.0
5/22/2023,265.0
5/23/2023,210.0
5/24/2023,215.0
5/25/2023,240.0
5/26/2023,265.0
5/29/2023,310.0
5/30/2023,310.0
5/31/2023,290.0
6/1/2023,310.0
6/2/2023,300.0
6/5/2023,290.0
6/6/2023,275.0
6/7/2023,310.0
6/8/2023,315.0
6/9/2023,235.0
6/9/2023,340.0
6/10/2023,260.0
6/11/2023,265.0
6/12/2023,375.0
6/12/2023,475.0
6/13/2023,360.0
6/14/2023,360.0
6/15/2023,375.0
6/16/2023,340.0
6/19/2023,390.0
6/20/2023,390.0
6/21/2023,415.0
6/22/2023,385.0
6/23/2023,390.0
6/26/2023,415.0
6/27/2023,425.0
6/28/2023,465.0
6/30/2023,360.0
7/4/2023,315.0
7/5/2023,290.0
7/6/2023,325.0
7/7/2023,340.0
7/8/2023,335.0
7/9/2023,240.0
7/10/2023,410.0
7/11/2023,300.0
7/11/2023,410.0
7/12/2023,390.0
7/12/2023,525.0
7/13/2023,340.0
7/14/2023,325.0
7/17/2023,325.0
7/18/2023,325.0
7/19/2023,285.0
7/20/2023,285.0
7/21/2023,275.0
7/24/2023,365.0
7/25/2023,365.0
7/26/2023,325.0
7/27/2023,335.0
7/28/2023,335.0
8/8/2023,290.0
8/9/2023,265.0
8/11/2023,375.0
8/12/2023,525.0
8/14/2023,355.0
8/15/2023,335.0
8/16/2023,335.0
8/17/2023,330.0
8/18/2023,335.0
8/21/2023,315.0
8/22/2023,310.0
8/23/2023,335.0
8/24/2023,315.0
8/25/2023,310.0
8/28/2023,290.0
8/29/2023,265.0
8/31/2023,230.0
9/8/2023,310.0
9/10/2023,315.0
9/11/2023,375.0
9/13/2023,335.0
9/14/2023,325.0
9/15/2023,265.0
9/18/2023,340.0
9/19/2023,315.0
9/20/2023,285.0
9/21/2023,240.0
9/22/2023,215.0
9/25/2023,235.0
9/26/2023,265.0
10/8/2023,315.0
10/10/2023,300.0
10/11/2023,365.0
10/13/2023,315.0
10/16/2023,335.0
10/17/2023,365.0
10/18/2023,340.0
10/19/2023,340.0
10/20/2023,390.0
10/23/2023,400.0
10/24/2023,410.0
10/25/2023,460.0
10/26/2023,490.0
10/27/2023,510.0
10/30/2023,375.0
10/31/2023,275.0
11/8/2023,315.0
11/9/2023,350.0
11/10/2023,290.0
11/12/2023,425.0
11/13/2023,315.0
11/14/2023,365.0
11/15/2023,300.0
11/16/2023,315.0
11/17/2023,360.0
11/20/2023,435.0
11/21/2023,425.0
11/22/2023,475.0
11/23/2023,465.0
11/24/2023,475.0
11/27/2023,560.0
11/28/2023,565.0
12/9/2023,345.0
12/10/2023,300.0
12/12/2023,325.0
12/13/2023,325.0
12/14/2023,325.0
12/15/2023,365.0
12/18/2023,375.0
12/19/2023,375.0
12/20/2023,425.0
12/21/2023,475.0
12/22/2023,525.0
12/27/2023,575.0
12/28/2023,525.0
12/29/2023,590.0
