,Date,Kandy,Dambulla,Buy Rate
705,2022-12-13,310.0,325.0,361.1973
706,2022-12-14,310.0,325.0,361.1973
707,2022-12-15,340.0,325.0,361.1973
708,2022-12-16,335.0,315.0,361.1973
709,2022-12-19,330.0,325.0,361.1973
710,2022-12-20,315.0,310.0,361.0847
711,2022-12-21,330.0,315.0,361.0847
712,2022-12-22,240.0,265.0,361.0871
713,2022-12-23,265.0,285.0,360.8986
714,2022-12-27,330.0,300.0,360.3893
715,2022-12-28,310.0,300.0,360.4206
716,2022-12-29,290.0,300.0,360.4206
717,2022-12-30,310.0,280.0,360.4081
718,2023-01-02,155.0,165.0,360.4081
719,2023-01-03,175.0,160.0,360.2221
720,2023-01-04,198.33333333333334,193.33333333333334,359.9741
721,2023-01-05,221.66666666666666,226.66666666666669,359.9741
722,2023-01-09,85.0,95.0,359.9474
723,2023-01-10,97.5,102.5,360.0599
724,2023-01-11,110.0,110.0,360.4722
725,2023-01-12,210.0,200.0,360.3935
726,2023-01-13,225.0,200.0,360.3991
727,2023-01-17,255.0,220.0,360.4102
728,2023-01-18,235.0,315.0,360.4102
729,2023-01-19,235.0,210.0,360.5572
730,2023-01-20,215.0,215.0,360.5513
731,2023-01-23,240.0,200.0,360.5496
732,2023-01-24,235.0,185.0,360.4912
733,2023-01-25,225.0,195.0,360.4912
734,2023-01-26,230.0,225.0,360.4879
735,2023-01-27,210.0,200.0,360.4879
736,2023-01-30,180.0,145.0,360.4501
737,2023-01-31,235.0,230.0,360.4879
738,2023-02-01,290.0,315.0,360.4935
739,2023-02-02,180.0,165.0,360.4101
740,2023-02-03,185.0,150.0,360.2903
741,2023-02-06,275.0,260.0,359.9968
742,2023-02-07,195.0,197.5,360.0937
743,2023-02-08,115.0,135.0,359.4792
744,2023-02-09,95.0,108.75,359.4009
745,2023-02-10,75.0,82.5,359.0735
746,2023-02-13,190.0,160.0,359.4698
747,2023-02-14,170.0,200.0,359.6455
748,2023-02-15,185.0,180.0,359.6092
749,2023-02-16,195.0,180.0,359.5764
750,2023-02-17,190.0,190.0,359.4766
751,2023-02-20,170.0,190.0,359.4464
752,2023-02-21,170.0,195.0,359.9702
753,2023-02-22,165.0,185.0,359.3576
754,2023-02-23,160.0,180.0,359.0062
755,2023-02-24,160.0,180.0,358.7244
756,2023-02-27,155.0,170.0,358.3621
757,2023-02-28,165.0,170.0,357.6822
758,2023-03-01,290.0,275.0,351.7219
759,2023-03-02,165.0,150.0,343.9719
760,2023-03-03,160.0,165.0,334.5016
761,2023-03-07,140.0,150.0,318.3051
762,2023-03-08,115.0,130.0,313.7749
763,2023-03-09,105.0,100.0,307.3635
764,2023-03-10,95.0,70.0,311.6269
765,2023-03-13,155.0,150.0,311.8237
766,2023-03-14,145.0,160.0,319.8479
767,2023-03-15,160.0,165.0,327.5998
768,2023-03-16,165.0,160.0,329.0282
769,2023-03-17,155.0,170.0,332.2035
770,2023-03-20,155.0,165.0,331.7174
771,2023-03-21,145.0,155.0,316.8483
772,2023-03-22,145.0,165.0,312.6153
773,2023-03-23,155.0,150.0,311.2617
774,2023-03-24,135.0,155.0,314.7491
775,2023-03-27,205.0,195.0,314.825
776,2023-03-28,235.0,210.0,315.8454
777,2023-03-29,210.0,210.0,315.7075
778,2023-03-30,225.0,200.0,317.7257
779,2023-03-31,200.0,185.0,318.277
780,2023-04-03,205.0,198.33333333333331,316.7511
781,2023-04-04,175.0,160.0,313.3744
782,2023-04-06,182.5,180.0,313.2952
783,2023-04-10,70.0,70.0,311.6379
784,2023-04-11,140.0,147.5,311.4414
785,2023-04-12,210.0,225.0,311.5607
786,2023-04-17,215.0,240.0,312.0717
787,2023-04-18,225.0,170.0,312.4139
788,2023-04-19,225.0,210.0,312.9164
789,2023-04-20,210.0,175.0,313.1292
790,2023-04-21,160.0,160.0,313.0593
791,2023-04-24,205.0,190.0,313.3347
792,2023-04-25,185.0,165.0,313.2667
793,2023-04-26,175.0,185.0,313.4509
794,2023-04-27,200.0,185.0,313.8324
795,2023-04-28,195.0,170.0,313.9239
796,2023-05-02,274.0,268.0,313.7362
797,2023-05-03,278.0,261.0,313.0513
798,2023-05-04,282.0,254.0,312.5034
799,2023-05-08,125.0,132.5,312.1955
800,2023-05-09,65.0,75.0,311.0091
801,2023-05-10,65.0,80.0,310.9048
802,2023-05-11,137.5,157.5,308.6645
803,2023-05-12,210.0,235.0,306.3886
804,2023-05-15,285.0,280.0,306.1892
805,2023-05-16,260.0,260.0,305.4335
806,2023-05-17,310.0,285.0,302.4257
807,2023-05-18,290.0,300.0,299.2144
808,2023-05-19,295.0,275.0,300.6519
809,2023-05-22,270.0,285.0,299.7149
810,2023-05-23,265.0,280.0,299.1941
811,2023-05-24,260.0,260.0,297.9878
812,2023-05-25,290.0,270.0,297.6055
813,2023-05-26,295.0,255.0,295.6297
814,2023-05-29,275.0,205.0,289.8986
815,2023-05-30,255.0,265.0,290.6745
816,2023-05-31,228.33333333333334,246.66666666666666,287.8711
817,2023-06-01,201.66666666666666,228.33333333333334,283.8763
818,2023-06-02,175.0,210.0,287.4258
819,2023-06-05,232.5,235.0,285.6164
820,2023-06-06,290.0,280.0,284.8487
821,2023-06-07,190.0,200.0,285.5677
822,2023-06-08,127.5,135.0,285.69
823,2023-06-09,65.0,70.0,288.0867
824,2023-06-12,235.0,210.0,290.0692
825,2023-06-13,240.0,220.0,294.9114
826,2023-06-14,230.0,205.0,303.1925
827,2023-06-15,215.0,255.0,311.6057
828,2023-06-16,210.0,260.0,300.5194
829,2023-06-19,195.0,220.0,297.5388
830,2023-06-20,190.0,175.0,297.2877
831,2023-06-21,210.0,210.0,298.4708
832,2023-06-22,190.0,200.0,298.5485
833,2023-06-23,190.0,210.0,299.0378
834,2023-06-26,205.0,180.0,299.8333
835,2023-06-27,195.0,190.0,301.3255
836,2023-06-28,170.0,165.0,301.159
837,2023-07-04,191.66666666666666,185.0,299.8709
838,2023-07-05,228.33333333333331,205.0,298.898
839,2023-07-06,265.0,225.0,300.0054
840,2023-07-07,170.0,170.0,302.6459
841,2023-07-10,87.5,87.5,304.0216
842,2023-07-11,100.0,95.0,305.1317
843,2023-07-12,245.0,210.0,306.1518
844,2023-07-13,155.0,130.0,308.1626
845,2023-07-14,145.0,165.0,310.4938
846,2023-07-17,145.0,160.0,313.2921
847,2023-07-18,145.0,135.0,314.9592
848,2023-07-19,145.0,140.0,315.2616
849,2023-07-20,145.0,125.0,316.3078
850,2023-07-21,135.0,120.0,318.7256
851,2023-07-24,115.0,135.0,321.1045
852,2023-07-25,115.0,130.0,323.0392
853,2023-07-26,115.0,135.0,323.6966
854,2023-07-27,120.0,125.0,322.8497
855,2023-07-28,120.0,110.0,322.6693
856,2023-07-31,162.0,164.0,322.9613
857,2023-08-02,190.0,200.0,309.7055
858,2023-08-03,175.0,160.0,308.6091
859,2023-08-04,190.0,187.5,312.5592
860,2023-08-07,200.0,162.5,315.0574
861,2023-08-08,150.0,115.0,315.1109
862,2023-08-09,65.0,75.0,314.947
863,2023-08-10,87.5,82.5,313.6129
864,2023-08-11,110.0,90.0,313.7834
865,2023-08-14,125.0,110.0,313.9936
866,2023-08-15,125.0,110.0,314.7214
867,2023-08-16,105.0,105.0,314.4528
868,2023-08-17,105.0,95.0,314.7805
869,2023-08-18,95.0,90.0,316.2866
870,2023-08-21,95.0,90.0,316.7286
871,2023-08-22,95.0,95.0,316.9953
872,2023-08-23,85.0,105.0,317.4681
873,2023-08-24,95.0,95.0,317.4823
874,2023-08-25,95.0,95.0,317.8017
875,2023-08-28,85.0,97.5,317.9628
876,2023-08-29,85.0,92.5,317.8342
877,2023-08-31,85.0,90.0,315.3357
878,2023-09-01,205.0,215.0,314.1999
879,2023-09-04,190.0,175.0,313.9388
880,2023-09-05,205.0,200.0,314.8702
881,2023-09-06,255.0,255.0,315.934
882,2023-09-07,190.0,192.5,316.2754
883,2023-09-08,125.0,130.0,316.3124
884,2023-09-11,115.0,110.0,316.2925
885,2023-09-12,90.0,90.0,316.5407
886,2023-09-13,65.0,70.0,316.7737
887,2023-09-14,65.0,70.0,318.0857
888,2023-09-15,55.0,90.0,317.5436
889,2023-09-18,65.0,65.0,317.6039
890,2023-09-19,65.0,75.0,318.263
891,2023-09-20,55.0,65.0,318.6982
892,2023-09-21,55.0,52.5,318.9021
893,2023-09-22,55.0,50.0,318.5188
894,2023-09-25,45.0,57.5,318.7387
895,2023-09-26,55.0,50.0,318.7387
896,2023-09-27,86.0,83.0,318.2642
897,2023-10-02,175.0,185.0,318.2787
898,2023-10-03,155.0,170.0,318.3187
899,2023-10-04,170.0,155.0,318.1004
900,2023-10-05,190.0,190.0,318.2266
901,2023-10-06,165.0,162.5,318.2819
902,2023-10-09,90.0,97.5,318.305
903,2023-10-10,55.0,65.0,317.9102
904,2023-10-11,110.0,110.0,318.0267
905,2023-10-12,92.5,82.5,318.0688
906,2023-10-13,75.0,55.0,318.0872
907,2023-10-16,55.0,80.0,318.1713
908,2023-10-17,65.0,70.0,318.279
909,2023-10-18,65.0,75.0,318.9233
910,2023-10-19,75.0,80.0,319.2969
911,2023-10-20,75.0,65.0,319.6489
912,2023-10-23,75.0,65.0,320.3297
913,2023-10-24,75.0,70.0,320.8134
914,2023-10-25,65.0,70.0,321.7067
915,2023-10-26,75.0,72.5,321.3904
916,2023-10-27,90.0,77.5,321.5495
917,2023-10-30,110.0,130.0,321.706
918,2023-10-31,110.0,115.0,322.1725
919,2023-11-01,225.0,210.0,322.3488
920,2023-11-02,206.66666666666666,193.33333333333334,322.4404
921,2023-11-03,188.33333333333334,176.66666666666666,323.6552
922,2023-11-06,162.5,167.5,323.9491
923,2023-11-07,135.0,135.0,321.5916
924,2023-11-08,125.0,120.0,322.5072
925,2023-11-09,75.0,70.0,323.1579
926,2023-11-10,55.0,57.5,322.4014
927,2023-11-13,170.0,200.0,322.1205
928,2023-11-14,170.0,210.0,321.714
929,2023-11-15,125.0,145.0,322.583
930,2023-11-16,130.0,130.0,323.3533
931,2023-11-17,135.0,130.0,322.8376
932,2023-11-20,145.0,150.0,322.7982
933,2023-11-21,130.0,140.0,323.0561
934,2023-11-22,130.0,150.0,323.4758
935,2023-11-23,135.0,160.0,323.5119
936,2023-11-24,190.0,155.0,323.5585
937,2023-11-27,240.0,215.0,323.6397
938,2023-11-28,225.0,260.0,324.1133
939,2023-11-29,253.33333333333334,273.3333333333333,324.1526
940,2023-11-30,281.6666666666667,286.6666666666667,323.4672
941,2023-12-01,310.0,300.0,322.9017
942,2023-12-04,220.0,243.75,322.8933
943,2023-12-05,190.0,225.0,323.0041
944,2023-12-06,245.0,220.0,322.6889
945,2023-12-07,130.0,140.0,321.8784
946,2023-12-08,97.5,105.0,321.8364
947,2023-12-11,155.0,147.5,322.185
948,2023-12-12,235.0,220.0,322.2493
949,2023-12-13,245.0,210.0,321.7707
950,2023-12-14,245.0,235.0,322.2364
951,2023-12-15,250.0,240.0,321.694
952,2023-12-18,230.0,165.0,321.9469
953,2023-12-19,210.0,230.0,321.9259
954,2023-12-20,240.0,230.0,321.894
955,2023-12-21,270.0,265.0,321.9202
956,2023-12-22,260.0,240.0,321.4635
957,2023-12-27,285.0,310.0,320.5347
958,2023-12-28,295.0,290.0,319.1454
959,2023-12-29,395.0,515.0,319.1762
