Date,Bean_Kandy_price
2023-04-07,205.0
2023-04-08,300.0
2023-04-09,240.0
2023-04-10,227.5
2023-04-11,190.0
2023-04-12,475.0
2023-04-13,402.0
2023-04-14,329.0
2023-04-15,256.0
2023-04-16,183.0
2023-04-17,110.0
2023-04-18,90.0
2023-04-19,110.0
2023-04-20,130.0
2023-04-21,130.0
2023-04-22,136.66666666666666
2023-04-23,143.33333333333334
2023-04-24,150.0
2023-04-25,130.0
2023-04-26,145.0
2023-04-27,145.0
2023-04-28,160.0
2023-04-29,177.5
2023-04-30,195.0
2023-05-01,212.5
2023-05-02,230.0
2023-05-03,260.0
2023-05-04,260.0
2023-05-05,267.5
2023-05-06,275.0
2023-05-07,282.5
2023-05-08,290.0
2023-05-09,287.5
2023-05-10,327.5
2023-05-11,390.0
2023-05-12,425.0
2023-05-13,428.3333333333333
2023-05-14,431.6666666666667
2023-05-15,435.0
2023-05-16,375.0
2023-05-17,375.0
2023-05-18,325.0
2023-05-19,325.0
2023-05-20,305.0
2023-05-21,285.0
2023-05-22,265.0
2023-05-23,210.0
2023-05-24,215.0
2023-05-25,240.0
2023-05-26,265.0
2023-05-27,280.0
2023-05-28,295.0
2023-05-29,310.0
2023-05-30,310.0
2023-05-31,290.0
2023-06-01,310.0
2023-06-02,300.0
2023-06-03,296.6666666666667
2023-06-04,293.3333333333333
2023-06-05,290.0
2023-06-06,275.0
2023-06-07,310.0
2023-06-08,315.0
2023-06-09,287.5
2023-06-10,260.0
2023-06-11,265.0
2023-06-12,425.0
2023-06-13,360.0
2023-06-14,360.0
2023-06-15,375.0
2023-06-16,340.0
2023-06-17,356.6666666666667
2023-06-18,373.3333333333333
2023-06-19,390.0
2023-06-20,390.0
2023-06-21,415.0
2023-06-22,385.0
2023-06-23,390.0
2023-06-24,398.3333333333333
2023-06-25,406.6666666666667
2023-06-26,415.0
2023-06-27,425.0
2023-06-28,465.0
2023-06-29,412.5
2023-06-30,360.0
2023-07-01,348.75
2023-07-02,337.5
2023-07-03,326.25
2023-07-04,315.0
2023-07-05,290.0
2023-07-06,325.0
2023-07-07,340.0
2023-07-08,335.0
2023-07-09,240.0
2023-07-10,410.0
2023-07-11,355.0
2023-07-12,457.5
2023-07-13,340.0
2023-07-14,325.0
2023-07-15,325.0
2023-07-16,325.0
2023-07-17,325.0
2023-07-18,325.0
2023-07-19,285.0
2023-07-20,285.0
2023-07-21,275.0
2023-07-22,305.0
2023-07-23,335.0
2023-07-24,365.0
2023-07-25,365.0
2023-07-26,325.0
2023-07-27,335.0
2023-07-28,335.0
2023-07-29,330.90909090909093
2023-07-30,326.8181818181818
2023-07-31,322.72727272727275
2023-08-01,318.6363636363636
2023-08-02,314.54545454545456
2023-08-03,310.45454545454544
2023-08-04,306.3636363636364
2023-08-05,302.27272727272725
2023-08-06,298.1818181818182
2023-08-07,294.0909090909091
2023-08-08,290.0
2023-08-09,265.0
2023-08-10,320.0
2023-08-11,375.0
2023-08-12,525.0
2023-08-13,440.0
2023-08-14,355.0
2023-08-15,335.0
2023-08-16,335.0
2023-08-17,330.0
2023-08-18,335.0
2023-08-19,328.3333333333333
2023-08-20,321.6666666666667
2023-08-21,315.0
2023-08-22,310.0
2023-08-23,335.0
2023-08-24,315.0
2023-08-25,310.0
2023-08-26,303.3333333333333
2023-08-27,296.6666666666667
2023-08-28,290.0
2023-08-29,265.0
2023-08-30,247.5
2023-08-31,230.0
2023-09-01,240.0
2023-09-02,250.0
2023-09-03,260.0
2023-09-04,270.0
2023-09-05,280.0
2023-09-06,290.0
2023-09-07,300.0
2023-09-08,310.0
2023-09-09,312.5
2023-09-10,315.0
2023-09-11,375.0
2023-09-12,355.0
2023-09-13,335.0
2023-09-14,325.0
2023-09-15,265.0
2023-09-16,290.0
2023-09-17,315.0
2023-09-18,340.0
2023-09-19,315.0
2023-09-20,285.0
2023-09-21,240.0
2023-09-22,215.0
2023-09-23,221.66666666666666
2023-09-24,228.33333333333334
2023-09-25,235.0
2023-09-26,265.0
2023-09-27,269.1666666666667
2023-09-28,273.3333333333333
2023-09-29,277.5
2023-09-30,281.6666666666667
2023-10-01,285.8333333333333
2023-10-02,290.0
2023-10-03,294.1666666666667
2023-10-04,298.3333333333333
2023-10-05,302.5
2023-10-06,306.6666666666667
2023-10-07,310.8333333333333
2023-10-08,315.0
2023-10-09,307.5
2023-10-10,300.0
2023-10-11,365.0
2023-10-12,340.0
2023-10-13,315.0
2023-10-14,321.6666666666667
2023-10-15,328.3333333333333
2023-10-16,335.0
2023-10-17,365.0
2023-10-18,340.0
2023-10-19,340.0
2023-10-20,390.0
2023-10-21,393.3333333333333
2023-10-22,396.6666666666667
2023-10-23,400.0
2023-10-24,410.0
2023-10-25,460.0
2023-10-26,490.0
2023-10-27,510.0
2023-10-28,465.0
2023-10-29,420.0
2023-10-30,375.0
2023-10-31,275.0
2023-11-01,280.0
2023-11-02,285.0
2023-11-03,290.0
2023-11-04,295.0
2023-11-05,300.0
2023-11-06,305.0
2023-11-07,310.0
2023-11-08,315.0
2023-11-09,350.0
2023-11-10,290.0
2023-11-11,357.5
2023-11-12,425.0
2023-11-13,315.0
2023-11-14,365.0
2023-11-15,300.0
2023-11-16,315.0
2023-11-17,360.0
2023-11-18,385.0
2023-11-19,410.0
2023-11-20,435.0
2023-11-21,425.0
2023-11-22,475.0
2023-11-23,465.0
2023-11-24,475.0
2023-11-25,503.3333333333333
2023-11-26,531.6666666666666
2023-11-27,560.0
2023-11-28,565.0
2023-11-29,545.0
2023-11-30,525.0
2023-12-01,505.0
2023-12-02,485.0
2023-12-03,465.0
2023-12-04,445.0
2023-12-05,425.0
2023-12-06,405.0
2023-12-07,385.0
2023-12-08,365.0
2023-12-09,345.0
2023-12-10,300.0
2023-12-11,312.5
2023-12-12,325.0
2023-12-13,325.0
2023-12-14,325.0
2023-12-15,365.0
2023-12-16,368.3333333333333
2023-12-17,371.6666666666667
2023-12-18,375.0
2023-12-19,375.0
2023-12-20,425.0
2023-12-21,475.0
2023-12-22,525.0
2023-12-23,535.0
2023-12-24,545.0
2023-12-25,555.0
2023-12-26,565.0
2023-12-27,575.0
2023-12-28,525.0
2023-12-29,590.0
