Date,Bean_Kandy_price
2022-12-03,296.6666666666667
2022-12-04,290.0
2022-12-05,298.3333333333333
2022-12-06,306.6666666666667
2022-12-07,315.0
2022-12-08,490.0
2022-12-09,390.0
2022-12-10,290.0
2022-12-11,357.5
2022-12-12,425.0
2022-12-13,425.0
2022-12-14,460.0
2022-12-15,415.0
2022-12-16,425.0
2022-12-17,430.0
2022-12-18,435.0
2022-12-19,440.0
2022-12-20,465.0
2022-12-21,465.0
2022-12-22,425.0
2022-12-23,465.0
2022-12-24,506.6666666666667
2022-12-25,548.3333333333334
2022-12-26,590.0
2022-12-27,565.0
2022-12-28,450.0
2022-12-29,510.0
2022-12-30,550.0
2022-12-31,581.6666666666666
2023-01-01,613.3333333333334
2023-01-02,645.0
2023-01-03,635.0
2023-01-04,525.0
2023-01-05,500.0
2023-01-06,443.125
2023-01-07,386.25
2023-01-08,329.375
2023-01-09,272.5
2023-01-10,325.0
2023-01-11,332.5
2023-01-12,495.0
2023-01-13,480.0
2023-01-14,465.0
2023-01-15,450.0
2023-01-16,435.0
2023-01-17,375.0
2023-01-18,275.0
2023-01-19,275.0
2023-01-20,275.0
2023-01-21,308.3333333333333
2023-01-22,341.6666666666667
2023-01-23,375.0
2023-01-24,410.0
2023-01-25,375.0
2023-01-26,360.0
2023-01-27,375.0
2023-01-28,395.0
2023-01-29,415.0
2023-01-30,435.0
2023-01-31,405.0
2023-02-01,375.0
2023-02-02,375.0
2023-02-03,390.0
2023-02-04,390.0
2023-02-05,390.0
2023-02-06,390.0
2023-02-07,375.0
2023-02-08,362.5
2023-02-09,390.0
2023-02-10,312.5
2023-02-11,240.0
2023-02-12,302.5
2023-02-13,365.0
2023-02-14,375.0
2023-02-15,325.0
2023-02-16,350.0
2023-02-17,365.0
2023-02-18,348.3333333333333
2023-02-19,331.6666666666667
2023-02-20,315.0
2023-02-21,290.0
2023-02-22,240.0
2023-02-23,190.0
2023-02-24,210.0
2023-02-25,211.66666666666666
2023-02-26,213.33333333333334
2023-02-27,215.0
2023-02-28,210.0
2023-03-01,245.0
2023-03-02,240.0
2023-03-03,210.0
2023-03-04,210.0
2023-03-05,210.0
2023-03-06,210.0
2023-03-07,210.0
2023-03-08,275.0
2023-03-09,210.0
2023-03-10,235.0
2023-03-11,300.0
2023-03-12,255.0
2023-03-13,210.0
2023-03-14,190.0
2023-03-15,185.0
2023-03-16,180.0
2023-03-17,160.0
2023-03-18,160.0
2023-03-19,160.0
2023-03-20,160.0
2023-03-21,130.0
2023-03-22,130.0
2023-03-23,125.0
2023-03-24,110.0
2023-03-25,116.66666666666667
2023-03-26,123.33333333333333
2023-03-27,130.0
2023-03-28,140.0
2023-03-29,130.0
2023-03-30,125.0
2023-03-31,125.0
2023-04-01,123.33333333333333
2023-04-02,121.66666666666667
2023-04-03,120.0
2023-04-04,130.0
2023-04-05,120.0
2023-04-06,110.0
