Date,Bean_Kandy_price,Kandy,Dambulla,Exchange Rate
2023-03-28,140.0,105.0,100.0,319.98
2023-03-29,130.0,105.0,100.0,322.67
2023-03-30,125.0,125.0,100.0,325.63
2023-03-31,125.0,120.0,95.0,327.29
2023-04-03,120.0,131.67,126.67,327.5
2023-04-04,130.0,105.0,95.0,323.78
2023-04-06,110.0,282.5,252.5,321.17
2023-04-08,300.0,415.0,410.0,320.57
2023-04-09,240.0,205.0,205.0,320.27
2023-04-10,265.0,185.0,135.0,319.97
2023-04-10,190.0,185.0,135.0,319.97
2023-04-11,190.0,237.5,205.0,319.83
2023-04-12,475.0,290.0,275.0,319.85
2023-04-17,110.0,125.0,140.0,319.57
2023-04-18,90.0,135.0,125.0,319.93
2023-04-19,110.0,145.0,140.0,320.83
2023-04-20,130.0,140.0,130.0,320.72
2023-04-21,130.0,140.0,125.0,321.14
2023-04-24,150.0,135.0,130.0,321.65
2023-04-25,130.0,135.0,130.0,321.8
2023-04-26,145.0,135.0,135.0,321.76
2023-04-27,145.0,125.0,120.0,321.63
2023-04-28,160.0,115.0,115.0,321.65
2023-05-02,230.0,220.0,194.0,321.44
2023-05-03,260.0,250.0,213.0,320.9
2023-05-04,260.0,280.0,232.0,319.97
2023-05-08,290.0,310.0,315.0,319.44
2023-05-09,235.0,190.0,205.0,318.52
2023-05-09,340.0,190.0,205.0,318.52
2023-05-10,390.0,170.0,145.0,318.09
2023-05-10,265.0,170.0,145.0,318.09
2023-05-11,390.0,230.0,222.5,316.68
2023-05-12,475.0,290.0,300.0,313.65
2023-05-12,375.0,290.0,300.0,313.65
2023-05-15,435.0,240.0,200.0,313.25
2023-05-16,375.0,230.0,200.0,312.64
2023-05-17,375.0,285.0,240.0,310.4
2023-05-18,325.0,285.0,280.0,307.37
2023-05-19,325.0,270.0,240.0,305.78
2023-05-22,265.0,270.0,260.0,307.08
2023-05-23,210.0,260.0,260.0,305.88
2023-05-24,215.0,260.0,245.0,304.71
2023-05-25,240.0,295.0,240.0,303.27
2023-05-26,265.0,290.0,255.0,303.05
2023-05-29,310.0,290.0,275.0,299.11
2023-05-30,310.0,310.0,305.0,296.69
2023-05-31,290.0,243.33,236.67,295.52
2023-06-01,310.0,176.67,168.33,292.46
2023-06-02,300.0,110.0,100.0,292.28
2023-06-05,290.0,215.0,192.5,292.31
2023-06-06,275.0,325.0,300.0,291.54
2023-06-07,310.0,410.0,425.0,291.21
2023-06-08,315.0,295.0,312.5,290.97
2023-06-09,235.0,180.0,200.0,293.21
2023-06-09,340.0,180.0,200.0,293.21
2023-06-10,260.0,180.0,150.0,294.22
2023-06-11,265.0,240.0,225.0,295.23
2023-06-12,375.0,300.0,240.0,296.24
2023-06-12,475.0,300.0,240.0,296.24
2023-06-13,360.0,330.0,300.0,300.43
2023-06-14,360.0,315.0,280.0,303.21
2023-06-15,375.0,300.0,275.0,308.48
2023-06-16,340.0,310.0,295.0,313.82
2023-06-19,390.0,290.0,315.0,309.2
2023-06-20,390.0,290.0,300.0,305.92
2023-06-21,415.0,290.0,300.0,306.12
2023-06-22,385.0,340.0,335.0,306.91
2023-06-23,390.0,340.0,380.0,306.95
2023-06-26,415.0,365.0,350.0,307.0
2023-06-27,425.0,360.0,390.0,308.12
2023-06-28,465.0,390.0,410.0,308.83
2023-06-30,360.0,400.0,340.0,308.59
2023-07-04,315.0,166.67,163.33,308.12
2023-07-05,290.0,228.33,231.67,306.26
2023-07-06,325.0,290.0,300.0,306.99
2023-07-07,340.0,410.0,415.0,308.2
2023-07-08,335.0,400.0,420.0,309.3
2023-07-09,240.0,190.0,215.0,310.4
2023-07-10,410.0,215.0,220.0,311.51
2023-07-11,300.0,240.0,225.0,312.79
2023-07-11,410.0,240.0,225.0,312.79
2023-07-12,390.0,310.0,260.0,313.9
2023-07-12,525.0,310.0,260.0,313.9
2023-07-13,340.0,310.0,315.0,314.59
2023-07-14,325.0,310.0,365.0,316.36
2023-07-17,325.0,410.0,375.0,319.12
2023-07-18,325.0,400.0,385.0,322.81
2023-07-19,285.0,395.0,410.0,322.53
2023-07-20,285.0,410.0,420.0,324.25
2023-07-21,275.0,390.0,415.0,325.22
2023-07-24,365.0,430.0,425.0,326.75
2023-07-25,365.0,455.0,425.0,329.0
2023-07-26,325.0,435.0,425.0,329.42
2023-07-27,335.0,430.0,405.0,329.38
2023-07-28,335.0,435.0,375.0,329.28
2023-08-08,290.0,390.0,425.0,321.5
2023-08-09,265.0,190.0,215.0,321.08
2023-08-11,375.0,240.0,215.0,320.0
2023-08-12,525.0,310.0,305.0,319.99
2023-08-14,355.0,370.0,375.0,319.98
2023-08-15,335.0,370.0,390.0,320.94
2023-08-16,335.0,370.0,400.0,321.18
2023-08-17,330.0,365.0,375.0,321.09
2023-08-18,335.0,335.0,325.0,321.86
2023-08-21,315.0,290.0,300.0,323.25
2023-08-22,310.0,290.0,285.0,323.94
2023-08-23,335.0,315.0,350.0,323.94
2023-08-24,315.0,310.0,325.0,323.97
2023-08-25,310.0,290.0,285.0,324.05
2023-08-28,290.0,275.0,260.0,323.87
2023-08-29,265.0,255.0,215.0,323.91
2023-08-31,230.0,270.0,250.0,322.66
2023-09-08,310.0,410.0,425.0,322.39
2023-09-10,315.0,160.0,145.0,321.9
2023-09-11,375.0,250.0,240.0,321.66
2023-09-13,335.0,155.0,195.0,322.38
2023-09-14,325.0,155.0,195.0,323.38
2023-09-15,265.0,155.0,210.0,323.37
2023-09-18,340.0,155.0,150.0,323.38
2023-09-19,315.0,145.0,140.0,323.71
2023-09-20,285.0,135.0,135.0,324.0
2023-09-21,240.0,125.0,135.0,324.7
2023-09-22,215.0,130.0,130.0,324.61
2023-09-25,235.0,120.0,135.0,324.44
2023-09-26,265.0,120.0,115.0,324.6
2023-10-08,315.0,395.0,425.0,323.64
2023-10-10,300.0,150.0,150.0,323.6
2023-10-11,365.0,250.0,250.0,323.81
2023-10-13,315.0,155.0,150.0,323.8
2023-10-16,335.0,160.0,150.0,323.86
2023-10-17,365.0,160.0,150.0,323.91
2023-10-18,340.0,150.0,155.0,324.14
2023-10-19,340.0,165.0,165.0,324.38
2023-10-20,390.0,160.0,145.0,324.97
2023-10-23,400.0,175.0,175.0,325.0
2023-10-24,410.0,190.0,205.0,325.9
2023-10-25,460.0,170.0,210.0,327.11
2023-10-26,490.0,210.0,200.0,326.56
2023-10-27,510.0,230.0,210.0,326.5
2023-10-30,375.0,260.0,245.0,327.13
2023-10-31,275.0,260.0,260.0,327.38
2023-11-08,315.0,370.0,375.0,327.12
2023-11-09,350.0,190.0,205.0,328.41
2023-11-10,290.0,150.0,165.0,328.46
2023-11-12,425.0,310.0,340.0,327.62
2023-11-13,315.0,335.0,375.0,327.19
2023-11-14,365.0,335.0,375.0,326.89
2023-11-15,300.0,290.0,380.0,327.36
2023-11-16,315.0,290.0,325.0,328.64
2023-11-17,360.0,290.0,285.0,328.07
2023-11-20,435.0,280.0,315.0,327.92
2023-11-21,425.0,285.0,280.0,328.09
2023-11-22,475.0,250.0,275.0,328.39
2023-11-23,465.0,255.0,275.0,328.48
2023-11-24,475.0,290.0,260.0,328.72
2023-11-27,560.0,330.0,290.0,328.75
2023-11-28,565.0,290.0,280.0,329.0
2023-12-09,345.0,190.0,175.0,326.7
2023-12-10,300.0,160.0,150.0,326.82
2023-12-12,325.0,310.0,290.0,327.18
2023-12-13,325.0,290.0,310.0,327.1
2023-12-14,325.0,315.0,310.0,326.78
2023-12-15,365.0,340.0,365.0,326.72
2023-12-18,375.0,410.0,285.0,326.99
2023-12-19,375.0,360.0,410.0,326.92
2023-12-20,425.0,400.0,400.0,326.96
2023-12-21,475.0,400.0,450.0,326.97
2023-12-22,525.0,400.0,415.0,326.35
2023-12-27,575.0,565.0,550.0,325.74
2023-12-28,525.0,565.0,575.0,324.23
2023-12-29,590.0,625.0,725.0,323.92
