Date,rain_sum
8/4/2013,72.6
8/5/2013,14.4
8/6/2013,2.5
8/7/2013,2.2
8/8/2013,3.8
8/9/2013,3.7
8/10/2013,2.9
8/11/2013,5.1
8/12/2013,5.6
8/13/2013,2.6
8/14/2013,2.1
8/15/2013,1.1
8/16/2013,0
8/17/2013,1.4
8/18/2013,0.9
8/19/2013,0
8/20/2013,0.1
8/21/2013,5
8/22/2013,1.9
8/23/2013,0.5
8/24/2013,0.8
8/25/2013,1.3
8/26/2013,2.7
8/27/2013,0
8/28/2013,18.5
8/29/2013,30.7
8/30/2013,6.8
8/31/2013,9.8
9/1/2013,2.3
9/2/2013,3.6
9/3/2013,4.4
9/4/2013,0.3
9/5/2013,2
9/6/2013,8.3
9/7/2013,3.3
9/8/2013,6.9
9/9/2013,10.2
9/10/2013,7.3
9/11/2013,6.6
9/12/2013,8
9/13/2013,5.2
9/14/2013,8.4
9/15/2013,1.6
9/16/2013,2.2
9/17/2013,11.8
9/18/2013,16.5
9/19/2013,3.2
9/20/2013,4.3
9/21/2013,2.8
9/22/2013,0.3
9/23/2013,0
9/24/2013,0
9/25/2013,0.5
9/26/2013,0
9/27/2013,0
9/28/2013,0
9/29/2013,0
9/30/2013,1.2
10/1/2013,2.9
10/2/2013,1.6
10/3/2013,0
10/4/2013,2.2
10/5/2013,1.6
10/6/2013,0
10/7/2013,0.8
10/8/2013,0
10/9/2013,1.7
10/10/2013,2.7
10/11/2013,4.6
10/12/2013,3.6
10/13/2013,1.9
10/14/2013,0
10/15/2013,0
10/16/2013,6.3
10/17/2013,23.4
10/18/2013,7.3
10/19/2013,26.1
10/20/2013,14.3
10/21/2013,6.1
10/22/2013,3.3
10/23/2013,1.9
10/24/2013,0
10/25/2013,1.8
10/26/2013,0
10/27/2013,2.2
10/28/2013,1.7
10/29/2013,2.3
10/30/2013,18.5
10/31/2013,19.2
11/1/2013,7.3
11/2/2013,12.8
11/3/2013,1.9
11/4/2013,1.4
11/5/2013,0.7
11/6/2013,1.2
11/7/2013,6.9
11/8/2013,0
11/9/2013,3.5
11/10/2013,6.3
11/11/2013,8.1
11/12/2013,2.5
11/13/2013,1.7
11/14/2013,0
11/15/2013,4
11/16/2013,8.7
11/17/2013,11.5
11/18/2013,3.3
11/19/2013,16.2
11/20/2013,0.1
11/21/2013,0
11/22/2013,6.2
11/23/2013,95.5
11/24/2013,10
11/25/2013,2.4
11/26/2013,0.5
11/27/2013,0
11/28/2013,0
11/29/2013,0
11/30/2013,8.8
12/1/2013,12.7
12/2/2013,6.2
12/3/2013,2.8
12/4/2013,5.2
12/5/2013,23.2
12/6/2013,10.7
12/7/2013,1.5
12/8/2013,3.1
12/9/2013,0.4
12/10/2013,0
12/11/2013,0
12/12/2013,6.7
12/13/2013,17.6
12/14/2013,6.2
12/15/2013,6.6
12/16/2013,0
12/17/2013,0.2
12/18/2013,0.2
12/19/2013,5
12/20/2013,1.5
12/21/2013,0.1
12/22/2013,0
12/23/2013,0
12/24/2013,3.5
12/25/2013,1.2
12/26/2013,0
12/27/2013,0
12/28/2013,0
12/29/2013,0
12/30/2013,0
12/31/2013,0
1/1/2014,0
1/2/2014,7.5
1/3/2014,0.3
1/4/2014,0.4
1/5/2014,5.2
1/6/2014,4.6
1/7/2014,11.9
1/8/2014,0.3
1/9/2014,0.5
1/10/2014,0
1/11/2014,0
1/12/2014,14.9
1/13/2014,4.7
1/14/2014,0
1/15/2014,30.4
1/16/2014,14.2
1/17/2014,0
1/18/2014,0
1/19/2014,0
1/20/2014,0
1/21/2014,0
1/22/2014,0
1/23/2014,0
1/24/2014,0
1/25/2014,0
1/26/2014,0
1/27/2014,0.2
1/28/2014,0.1
1/29/2014,8.7
1/30/2014,0.3
1/31/2014,0.6
2/1/2014,0
2/2/2014,0
2/3/2014,0
2/4/2014,0
2/5/2014,0
2/6/2014,0
2/7/2014,0
2/8/2014,0
2/9/2014,0
2/10/2014,0
2/11/2014,0
2/12/2014,0
2/13/2014,0
2/14/2014,0
2/15/2014,0
2/16/2014,0
2/17/2014,0
2/18/2014,0
2/19/2014,1.2
2/20/2014,1.3
2/21/2014,0.5
2/22/2014,0
2/23/2014,1.7
2/24/2014,0
2/25/2014,0
2/26/2014,0
2/27/2014,1
2/28/2014,1.4
3/1/2014,0
3/2/2014,0
3/3/2014,0
3/4/2014,0.4
3/5/2014,2
3/6/2014,0.6
3/7/2014,1.6
3/8/2014,0
3/9/2014,0
3/10/2014,0
3/11/2014,0
3/12/2014,0
3/13/2014,0
3/14/2014,0
3/15/2014,0
3/16/2014,0
3/17/2014,0.5
3/18/2014,2.4
3/19/2014,14.1
3/20/2014,3
3/21/2014,0.2
3/22/2014,0
3/23/2014,0
3/24/2014,0
3/25/2014,0
3/26/2014,0
3/27/2014,1.3
3/28/2014,0.1
3/29/2014,0
3/30/2014,0
3/31/2014,0.2
4/1/2014,0
4/2/2014,4.2
4/3/2014,0
4/4/2014,13.1
4/5/2014,31.8
4/6/2014,34.9
4/7/2014,9
4/8/2014,4.6
4/9/2014,0.5
4/10/2014,2.4
4/11/2014,1.8
4/12/2014,5.2
4/13/2014,2.1
4/14/2014,2.2
4/15/2014,1.1
4/16/2014,2.6
4/17/2014,7
4/18/2014,6
4/19/2014,0.3
4/20/2014,0
4/21/2014,4.2
4/22/2014,44.6
4/23/2014,21
4/24/2014,17.4
4/25/2014,4.4
4/26/2014,1.2
4/27/2014,16.2
4/28/2014,17.1
4/29/2014,32.9
4/30/2014,29.7
5/1/2014,25.4
5/2/2014,38.1
5/3/2014,20.2
5/4/2014,10.9
5/5/2014,24.9
5/6/2014,7.8
5/7/2014,3.9
5/8/2014,5.9
5/9/2014,3.6
5/10/2014,1.2
5/11/2014,1.6
5/12/2014,4.1
5/13/2014,2.6
5/14/2014,3.5
5/15/2014,0
5/16/2014,1.2
5/17/2014,0.2
5/18/2014,2
5/19/2014,0.9
5/20/2014,1.3
5/21/2014,1.3
5/22/2014,0.6
5/23/2014,0
5/24/2014,0.4
5/25/2014,2.7
5/26/2014,0.4
5/27/2014,1.6
5/28/2014,1.2
5/29/2014,3.5
5/30/2014,2.1
5/31/2014,1.7
6/1/2014,1.3
6/2/2014,13.8
6/3/2014,5
6/4/2014,3.3
6/5/2014,2.4
6/6/2014,3.9
6/7/2014,6.2
6/8/2014,6.5
6/9/2014,7.1
6/10/2014,3.5
6/11/2014,6.1
6/12/2014,8.7
6/13/2014,3
6/14/2014,2
6/15/2014,1.2
6/16/2014,1.2
6/17/2014,2.6
6/18/2014,2.6
6/19/2014,4.9
6/20/2014,6.2
6/21/2014,5.3
6/22/2014,3
6/23/2014,3.6
6/24/2014,5.4
6/25/2014,5.3
6/26/2014,1
6/27/2014,0
6/28/2014,0.1
6/29/2014,1.1
6/30/2014,1.3
7/1/2014,3.3
7/2/2014,0
7/3/2014,0.9
7/4/2014,3.9
7/5/2014,7.5
7/6/2014,4.8
7/7/2014,4
7/8/2014,3.8
7/9/2014,6.4
7/10/2014,11.4
7/11/2014,2.9
7/12/2014,10.1
7/13/2014,6.5
7/14/2014,6.2
7/15/2014,2.4
7/16/2014,0.4
7/17/2014,0.1
7/18/2014,3.3
7/19/2014,2.5
7/20/2014,3.1
7/21/2014,0.8
7/22/2014,3.2
7/23/2014,2.5
7/24/2014,3
7/25/2014,0.8
7/26/2014,3.4
7/27/2014,9.2
7/28/2014,9.3
7/29/2014,5.7
7/30/2014,3.2
7/31/2014,2.7
8/1/2014,5
8/2/2014,3.7
8/3/2014,6.8
8/4/2014,4.9
8/5/2014,6.4
8/6/2014,0.7
8/7/2014,1.6
8/8/2014,4.6
8/9/2014,0.2
8/10/2014,1.9
8/11/2014,6.6
8/12/2014,2.3
8/13/2014,3.3
8/14/2014,3.1
8/15/2014,7.3
8/16/2014,3
8/17/2014,4.2
8/18/2014,5.9
8/19/2014,1.3
8/20/2014,0.7
8/21/2014,7.5
8/22/2014,13.4
8/23/2014,9.6
8/24/2014,1.2
8/25/2014,1.8
8/26/2014,0
8/27/2014,0
8/28/2014,0
8/29/2014,1.8
8/30/2014,2.3
8/31/2014,2.7
9/1/2014,3
9/2/2014,2.5
9/3/2014,3.2
9/4/2014,8.3
9/5/2014,3.3
9/6/2014,4.4
9/7/2014,4.4
9/8/2014,3.1
9/9/2014,4.1
9/10/2014,7
9/11/2014,1.9
9/12/2014,0.7
9/13/2014,2.6
9/14/2014,2.8
9/15/2014,3.2
9/16/2014,3
9/17/2014,2.5
9/18/2014,4
9/19/2014,4
9/20/2014,0.8
9/21/2014,0.2
9/22/2014,0.3
9/23/2014,2.2
9/24/2014,5.6
9/25/2014,29.7
9/26/2014,8.6
9/27/2014,3.5
9/28/2014,17.1
9/29/2014,23.6
9/30/2014,17.6
10/1/2014,17
10/2/2014,29.9
10/3/2014,38.4
10/4/2014,13.1
10/5/2014,1.3
10/6/2014,3.9
10/7/2014,3
10/8/2014,2.7
10/9/2014,3.1
10/10/2014,3.1
10/11/2014,0
10/12/2014,2.5
10/13/2014,0.2
10/14/2014,3.3
10/15/2014,17
10/16/2014,34.5
10/17/2014,98.8
10/18/2014,26.9
10/19/2014,4.4
10/20/2014,13
10/21/2014,11.6
10/22/2014,36.5
10/23/2014,32.6
10/24/2014,9.8
10/25/2014,70.8
10/26/2014,28.6
10/27/2014,18.6
10/28/2014,17.5
10/29/2014,0.9
10/30/2014,21.7
10/31/2014,10.5
11/1/2014,0.8
11/2/2014,4.3
11/3/2014,22.7
11/4/2014,18.1
11/5/2014,2.3
11/6/2014,0.8
11/7/2014,0
11/8/2014,0
11/9/2014,0
11/10/2014,0.1
11/11/2014,1
11/12/2014,10.9
11/13/2014,42.6
11/14/2014,21.3
11/15/2014,0.5
11/16/2014,9.5
11/17/2014,0.6
11/18/2014,1.8
11/19/2014,16.3
11/20/2014,6.9
11/21/2014,11
11/22/2014,85
11/23/2014,21.1
11/24/2014,13.2
11/25/2014,31.5
11/26/2014,11.1
11/27/2014,35.3
11/28/2014,9.9
11/29/2014,3.6
11/30/2014,0.6
12/1/2014,9.6
12/2/2014,10.1
12/3/2014,5.9
12/4/2014,0
12/5/2014,0.2
12/6/2014,10.4
12/7/2014,10.7
12/8/2014,21.9
12/9/2014,12.5
12/10/2014,18
12/11/2014,13.7
12/12/2014,17.2
12/13/2014,8.6
12/14/2014,0
12/15/2014,9.8
12/16/2014,9.5
12/17/2014,34.9
12/18/2014,9.9
12/19/2014,13.4
12/20/2014,173.8
12/21/2014,47.3
12/22/2014,67.6
12/23/2014,40.7
12/24/2014,34.9
12/25/2014,61.4
12/26/2014,25.2
12/27/2014,13.7
12/28/2014,16.5
12/29/2014,8.8
12/30/2014,3.3
12/31/2014,0.9
1/1/2015,2.9
1/2/2015,0
1/3/2015,0
1/4/2015,0.4
1/5/2015,0
1/6/2015,1
1/7/2015,0
1/8/2015,0
1/9/2015,0
1/10/2015,0
1/11/2015,0
1/12/2015,0
1/13/2015,0
1/14/2015,0
1/15/2015,0.1
1/16/2015,0
1/17/2015,0
1/18/2015,0
1/19/2015,0
1/20/2015,0
1/21/2015,0
1/22/2015,0
1/23/2015,0
1/24/2015,1.1
1/25/2015,0.1
1/26/2015,0
1/27/2015,0
1/28/2015,2.2
1/29/2015,18.1
1/30/2015,1.2
1/31/2015,0
2/1/2015,0
2/2/2015,0.3
2/3/2015,6.9
2/4/2015,0.1
2/5/2015,0.5
2/6/2015,0.3
2/7/2015,0
2/8/2015,0
2/9/2015,1.7
2/10/2015,7.6
2/11/2015,4.2
2/12/2015,2.6
2/13/2015,5.9
2/14/2015,0
2/15/2015,0
2/16/2015,0
2/17/2015,0
2/18/2015,0
2/19/2015,0
2/20/2015,0
2/21/2015,0
2/22/2015,0.7
2/23/2015,6.4
2/24/2015,29.4
2/25/2015,4.3
2/26/2015,15
2/27/2015,12
2/28/2015,0
3/1/2015,2.3
3/2/2015,3.7
3/3/2015,0
3/4/2015,13
3/5/2015,0.5
3/6/2015,0
3/7/2015,0
3/8/2015,0
3/9/2015,0
3/10/2015,0
3/11/2015,0
3/12/2015,1.3
3/13/2015,14.1
3/14/2015,30.6
3/15/2015,24.1
3/16/2015,1.4
3/17/2015,0.1
3/18/2015,0
3/19/2015,0
3/20/2015,1.2
3/21/2015,0.3
3/22/2015,0
3/23/2015,0.1
3/24/2015,0
3/25/2015,0
3/26/2015,0.4
3/27/2015,9.8
3/28/2015,3.9
3/29/2015,8.7
3/30/2015,7.1
3/31/2015,5.7
4/1/2015,57.9
4/2/2015,38.5
4/3/2015,2.8
4/4/2015,0.2
4/5/2015,0
4/6/2015,0.7
4/7/2015,25.7
4/8/2015,11.8
4/9/2015,3
4/10/2015,3
4/11/2015,3.7
4/12/2015,4.6
4/13/2015,0.7
4/14/2015,0.9
4/15/2015,3.9
4/16/2015,2.5
4/17/2015,2.9
4/18/2015,1.4
4/19/2015,17.3
4/20/2015,65.8
4/21/2015,31
4/22/2015,2.2
4/23/2015,6.6
4/24/2015,3.2
4/25/2015,4.5
4/26/2015,37.5
4/27/2015,8.5
4/28/2015,6.1
4/29/2015,6.4
4/30/2015,2.9
5/1/2015,2
5/2/2015,0.5
5/3/2015,1.4
5/4/2015,2.4
5/5/2015,7.4
5/6/2015,9.5
5/7/2015,4.5
5/8/2015,8.1
5/9/2015,9.9
5/10/2015,25.5
5/11/2015,10.9
5/12/2015,7.6
5/13/2015,1.1
5/14/2015,2
5/15/2015,1.9
5/16/2015,1.4
5/17/2015,1.8
5/18/2015,1.2
5/19/2015,1.1
5/20/2015,0
5/21/2015,0.4
5/22/2015,0.1
5/23/2015,1.5
5/24/2015,1.2
5/25/2015,0
5/26/2015,1.5
5/27/2015,1.7
5/28/2015,0
5/29/2015,4.2
5/30/2015,1.3
5/31/2015,4.1
6/1/2015,1.2
6/2/2015,3.9
6/3/2015,4.4
6/4/2015,13.4
6/5/2015,15.1
6/6/2015,0.1
6/7/2015,0
6/8/2015,0
6/9/2015,0.2
6/10/2015,0
6/11/2015,3
6/12/2015,1.9
6/13/2015,2.5
6/14/2015,0.3
6/15/2015,5.3
6/16/2015,3.3
6/17/2015,4
6/18/2015,4
6/19/2015,3.3
6/20/2015,1.4
6/21/2015,0.7
6/22/2015,0
6/23/2015,0
6/24/2015,0
6/25/2015,1.2
6/26/2015,4.7
6/27/2015,17.1
6/28/2015,4.5
6/29/2015,4
6/30/2015,3.4
7/1/2015,1.4
7/2/2015,1.2
7/3/2015,2.9
7/4/2015,3.1
7/5/2015,4.3
7/6/2015,3.1
7/7/2015,0
7/8/2015,2.6
7/9/2015,0.2
7/10/2015,6.9
7/11/2015,6.1
7/12/2015,3.7
7/13/2015,0.9
7/14/2015,4.4
7/15/2015,8.7
7/16/2015,5.6
7/17/2015,25.5
7/18/2015,4.3
7/19/2015,13.1
7/20/2015,0.8
7/21/2015,2.8
7/22/2015,7.5
7/23/2015,5.7
7/24/2015,5.6
7/25/2015,2.5
7/26/2015,0.5
7/27/2015,0.2
7/28/2015,0
7/29/2015,0.2
7/30/2015,0
7/31/2015,0
8/1/2015,0.5
8/2/2015,1.9
8/3/2015,2.4
8/4/2015,3.3
8/5/2015,4.5
8/6/2015,1.4
8/7/2015,2.8
8/8/2015,1
8/9/2015,4
8/10/2015,8.9
8/11/2015,5.3
8/12/2015,3.4
8/13/2015,2.4
8/14/2015,1.5
8/15/2015,6.9
8/16/2015,12.7
8/17/2015,39.7
8/18/2015,32
8/19/2015,0.6
8/20/2015,1.8
8/21/2015,0.2
8/22/2015,1.4
8/23/2015,1.4
8/24/2015,1.9
8/25/2015,3.4
8/26/2015,1.6
8/27/2015,3.9
8/28/2015,2.6
8/29/2015,1.7
8/30/2015,1.9
8/31/2015,0
9/1/2015,1.6
9/2/2015,1.2
9/3/2015,9.6
9/4/2015,4.5
9/5/2015,10.7
9/6/2015,2.9
9/7/2015,0.2
9/8/2015,3
9/9/2015,0
9/10/2015,8.3
9/11/2015,1.1
9/12/2015,3
9/13/2015,2.1
9/14/2015,3.7
9/15/2015,3.9
9/16/2015,3.1
9/17/2015,3.6
9/18/2015,2.2
9/19/2015,2.7
9/20/2015,8.1
9/21/2015,0.5
9/22/2015,1
9/23/2015,6.8
9/24/2015,9.6
9/25/2015,3.8
9/26/2015,8.5
9/27/2015,3.6
9/28/2015,4.4
9/29/2015,1.1
9/30/2015,6.5
10/1/2015,4.6
10/2/2015,2.5
10/3/2015,1.7
10/4/2015,6.3
10/5/2015,5.4
10/6/2015,1.9
10/7/2015,0.6
10/8/2015,2.2
10/9/2015,4.7
10/10/2015,0.9
10/11/2015,2.4
10/12/2015,8.7
10/13/2015,52.8
10/14/2015,75.8
10/15/2015,27.8
10/16/2015,29.4
10/17/2015,19.4
10/18/2015,105.7
10/19/2015,28.6
10/20/2015,131.6
10/21/2015,1.4
10/22/2015,17.2
10/23/2015,72.5
10/24/2015,16.3
10/25/2015,23.3
10/26/2015,77.9
10/27/2015,99.5
10/28/2015,8.6
10/29/2015,9.2
10/30/2015,35.6
10/31/2015,4.3
11/1/2015,57.8
11/2/2015,70.5
11/3/2015,2.6
11/4/2015,13.3
11/5/2015,7.9
11/6/2015,27.9
11/7/2015,14.3
11/8/2015,19.9
11/9/2015,6.1
11/10/2015,1.8
11/11/2015,0.1
11/12/2015,16
11/13/2015,33.1
11/14/2015,42.3
11/15/2015,42.6
11/16/2015,1.8
11/17/2015,1.5
11/18/2015,2.2
11/19/2015,31.8
11/20/2015,8.5
11/21/2015,7
11/22/2015,27.3
11/23/2015,16
11/24/2015,5.1
11/25/2015,0.5
11/26/2015,0
11/27/2015,0.1
11/28/2015,7.1
11/29/2015,12.9
11/30/2015,21.6
12/1/2015,26.6
12/2/2015,5.1
12/3/2015,4.1
12/4/2015,13.4
12/5/2015,41.6
12/6/2015,14.3
12/7/2015,21.9
12/8/2015,29
12/9/2015,10.9
12/10/2015,26
12/11/2015,38.6
12/12/2015,13.2
12/13/2015,20.9
12/14/2015,25.6
12/15/2015,19.7
12/16/2015,2.8
12/17/2015,0.6
12/18/2015,15.8
12/19/2015,27.6
12/20/2015,0
12/21/2015,0.6
12/22/2015,0
12/23/2015,0
12/24/2015,0
12/25/2015,0
12/26/2015,0.4
12/27/2015,3.3
12/28/2015,0.2
12/29/2015,4.8
12/30/2015,0.1
12/31/2015,0
1/1/2016,0.9
1/2/2016,0.6
1/3/2016,0
1/4/2016,0
1/5/2016,0.8
1/6/2016,3.1
1/7/2016,0.9
1/8/2016,0.1
1/9/2016,0
1/10/2016,1.4
1/11/2016,0
1/12/2016,0
1/13/2016,0
1/14/2016,0
1/15/2016,0
1/16/2016,0
1/17/2016,0
1/18/2016,0
1/19/2016,0
1/20/2016,0
1/21/2016,0
1/22/2016,0
1/23/2016,2.3
1/24/2016,12.3
1/25/2016,0.9
1/26/2016,0
1/27/2016,0
1/28/2016,0
1/29/2016,0
1/30/2016,0
1/31/2016,0
2/1/2016,0
2/2/2016,0
2/3/2016,0
2/4/2016,0
2/5/2016,0
2/6/2016,0.6
2/7/2016,0
2/8/2016,0
2/9/2016,0.3
2/10/2016,0
2/11/2016,0
2/12/2016,0
2/13/2016,0
2/14/2016,0
2/15/2016,7.7
2/16/2016,2.8
2/17/2016,2.2
2/18/2016,1.6
2/19/2016,0.9
2/20/2016,0.5
2/21/2016,0
2/22/2016,0
2/23/2016,1
2/24/2016,1.8
2/25/2016,2
2/26/2016,0
2/27/2016,0.1
2/28/2016,0.3
2/29/2016,0.6
3/1/2016,0
3/2/2016,0
3/3/2016,0
3/4/2016,0
3/5/2016,0.1
3/6/2016,0
3/7/2016,1
3/8/2016,1.2
3/9/2016,0
3/10/2016,5.9
3/11/2016,4.4
3/12/2016,0
3/13/2016,0.9
3/14/2016,2.5
3/15/2016,0
3/16/2016,0.7
3/17/2016,0
3/18/2016,1.1
3/19/2016,3.5
3/20/2016,0
3/21/2016,0
3/22/2016,0.1
3/23/2016,0
3/24/2016,0
3/25/2016,0
3/26/2016,0
3/27/2016,0.9
3/28/2016,10.7
3/29/2016,5.1
3/30/2016,10.7
3/31/2016,0.3
4/1/2016,2.5
4/2/2016,0
4/3/2016,0.6
4/4/2016,0
4/5/2016,3.6
4/6/2016,4.4
4/7/2016,5.1
4/8/2016,0
4/9/2016,0.5
4/10/2016,2.2
4/11/2016,0.1
4/12/2016,1.9
4/13/2016,1
4/14/2016,0
4/15/2016,0.4
4/16/2016,4.3
4/17/2016,2.8
4/18/2016,2.3
4/19/2016,32.4
4/20/2016,3.4
4/21/2016,1.6
4/22/2016,1.6
4/23/2016,2.1
4/24/2016,2.4
4/25/2016,1.8
4/26/2016,13.8
4/27/2016,6.4
4/28/2016,2.2
4/29/2016,0.9
4/30/2016,30.2
5/1/2016,15.9
5/2/2016,8
5/3/2016,2.5
5/4/2016,1.7
5/5/2016,4.7
5/6/2016,10.4
5/7/2016,1.6
5/8/2016,13.9
5/9/2016,13
5/10/2016,29.5
5/11/2016,13.9
5/12/2016,18.1
5/13/2016,43.7
5/14/2016,49.7
5/15/2016,259.5
5/16/2016,112.9
5/17/2016,48.8
5/18/2016,3.9
5/19/2016,11.5
5/20/2016,7.2
5/21/2016,2.8
5/22/2016,1.5
5/23/2016,2.4
5/24/2016,1.7
5/25/2016,2.8
5/26/2016,2.2
5/27/2016,5.2
5/28/2016,5.1
5/29/2016,2.7
5/30/2016,2.8
5/31/2016,3.3
6/1/2016,3
6/2/2016,2.3
6/3/2016,1.7
6/4/2016,2.4
6/5/2016,2.4
6/6/2016,2.8
6/7/2016,1.2
6/8/2016,3.5
6/9/2016,0.9
6/10/2016,2.8
6/11/2016,0.3
6/12/2016,5.9
6/13/2016,3
6/14/2016,3.8
6/15/2016,2.1
6/16/2016,4.4
6/17/2016,3.7
6/18/2016,9
6/19/2016,6.7
6/20/2016,15.1
6/21/2016,5.2
6/22/2016,4.4
6/23/2016,3.9
6/24/2016,1.1
6/25/2016,0.8
6/26/2016,2.3
6/27/2016,4.3
6/28/2016,4.6
6/29/2016,1.7
6/30/2016,1.9
7/1/2016,5.3
7/2/2016,0
7/3/2016,0
7/4/2016,2.5
7/5/2016,0.2
7/6/2016,2
7/7/2016,0
7/8/2016,2.4
7/9/2016,5.5
7/10/2016,5.9
7/11/2016,5.9
7/12/2016,3.6
7/13/2016,2.4
7/14/2016,5.7
7/15/2016,6.7
7/16/2016,4
7/17/2016,0.3
7/18/2016,2.1
7/19/2016,0
7/20/2016,0.4
7/21/2016,2.2
7/22/2016,1.8
7/23/2016,4.9
7/24/2016,11.2
7/25/2016,9
7/26/2016,7
7/27/2016,10.8
7/28/2016,0
7/29/2016,4.4
7/30/2016,3
7/31/2016,3.1
8/1/2016,3.6
8/2/2016,0.5
8/3/2016,0.3
8/4/2016,1.4
8/5/2016,1.7
8/6/2016,0.1
8/7/2016,1.7
8/8/2016,2.6
8/9/2016,2.9
8/10/2016,2.1
8/11/2016,1.5
8/12/2016,4
8/13/2016,2.5
8/14/2016,2.7
8/15/2016,5.9
8/16/2016,7.9
8/17/2016,3.6
8/18/2016,3.6
8/19/2016,1
8/20/2016,1.1
8/21/2016,2.1
8/22/2016,11.8
8/23/2016,6.7
8/24/2016,3.4
8/25/2016,5.2
8/26/2016,4.5
8/27/2016,2.5
8/28/2016,1.7
8/29/2016,1.7
8/30/2016,5.6
8/31/2016,3.7
9/1/2016,0.9
9/2/2016,5.1
9/3/2016,1.3
9/4/2016,1
9/5/2016,0
9/6/2016,1.5
9/7/2016,0
9/8/2016,0
9/9/2016,1.5
9/10/2016,0.5
9/11/2016,0.5
9/12/2016,2.1
9/13/2016,1.4
9/14/2016,3.4
9/15/2016,3.6
9/16/2016,0.4
9/17/2016,1.6
9/18/2016,7.4
9/19/2016,0.1
9/20/2016,3.7
9/21/2016,2.7
9/22/2016,2.1
9/23/2016,2.4
9/24/2016,2.5
9/25/2016,3.8
9/26/2016,0.8
9/27/2016,1.8
9/28/2016,1.7
9/29/2016,2.2
9/30/2016,3.6
10/1/2016,0
10/2/2016,0
10/3/2016,0.2
10/4/2016,0.8
10/5/2016,0.5
10/6/2016,0.2
10/7/2016,0
10/8/2016,0
10/9/2016,2.6
10/10/2016,0
10/11/2016,0
10/12/2016,0
10/13/2016,0
10/14/2016,2.4
10/15/2016,2.1
10/16/2016,4.9
10/17/2016,0
10/18/2016,1.4
10/19/2016,2.9
10/20/2016,3.9
10/21/2016,0.1
10/22/2016,2
10/23/2016,1.9
10/24/2016,4.1
10/25/2016,1.7
10/26/2016,3.8
10/27/2016,2.2
10/28/2016,0
10/29/2016,1.8
10/30/2016,6
10/31/2016,22.2
11/1/2016,18.7
11/2/2016,4.5
11/3/2016,6.1
11/4/2016,11
11/5/2016,1.6
11/6/2016,4.3
11/7/2016,0
11/8/2016,0.2
11/9/2016,5.2
11/10/2016,0.3
11/11/2016,0.3
11/12/2016,8.6
11/13/2016,23.6
11/14/2016,7.9
11/15/2016,3.5
11/16/2016,6.8
11/17/2016,10.4
11/18/2016,24.8
11/19/2016,16
11/20/2016,52
11/21/2016,20.5
11/22/2016,36
11/23/2016,18.5
11/24/2016,1
11/25/2016,0
11/26/2016,0
11/27/2016,0
11/28/2016,0
11/29/2016,0.1
11/30/2016,1.8
12/1/2016,0.1
12/2/2016,0
12/3/2016,0
12/4/2016,1.3
12/5/2016,0
12/6/2016,0
12/7/2016,0
12/8/2016,3.2
12/9/2016,2.1
12/10/2016,1.6
12/11/2016,0.5
12/12/2016,0.8
12/13/2016,0.5
12/14/2016,0
12/15/2016,0
12/16/2016,0.9
12/17/2016,0.8
12/18/2016,0
12/19/2016,8.8
12/20/2016,14.2
12/21/2016,1.1
12/22/2016,0
12/23/2016,0
12/24/2016,0
12/25/2016,0
12/26/2016,0
12/27/2016,1.4
12/28/2016,4.6
12/29/2016,0.2
12/30/2016,0
12/31/2016,0
1/1/2017,1.7
1/2/2017,4.3
1/3/2017,0.6
1/4/2017,0
1/5/2017,0
1/6/2017,0
1/7/2017,0
1/8/2017,0
1/9/2017,0
1/10/2017,0
1/11/2017,0
1/12/2017,0
1/13/2017,0
1/14/2017,0
1/15/2017,0
1/16/2017,0
1/17/2017,0
1/18/2017,0
1/19/2017,0
1/20/2017,7.1
1/21/2017,0
1/22/2017,5.9
1/23/2017,15
1/24/2017,9.8
1/25/2017,12.5
1/26/2017,7.9
1/27/2017,21.1
1/28/2017,36
1/29/2017,1.3
1/30/2017,3.7
1/31/2017,0
2/1/2017,0
2/2/2017,0
2/3/2017,0
2/4/2017,0
2/5/2017,0
2/6/2017,0
2/7/2017,0
2/8/2017,0
2/9/2017,0
2/10/2017,0.3
2/11/2017,0.3
2/12/2017,0
2/13/2017,0
2/14/2017,0.8
2/15/2017,0.2
2/16/2017,0
2/17/2017,0
2/18/2017,0.6
2/19/2017,12.2
2/20/2017,0
2/21/2017,0
2/22/2017,0
2/23/2017,0.4
2/24/2017,0.3
2/25/2017,5.9
2/26/2017,3.8
2/27/2017,1.5
2/28/2017,5.4
3/1/2017,12
3/2/2017,1.7
3/3/2017,4.1
3/4/2017,13.9
3/5/2017,0
3/6/2017,1.3
3/7/2017,3.8
3/8/2017,6.6
3/9/2017,2.8
3/10/2017,27
3/11/2017,19
3/12/2017,12.5
3/13/2017,12.6
3/14/2017,7.5
3/15/2017,15.7
3/16/2017,0.2
3/17/2017,0
3/18/2017,0.3
3/19/2017,0.5
3/20/2017,0.2
3/21/2017,0
3/22/2017,0
3/23/2017,0
3/24/2017,0.5
3/25/2017,1.5
3/26/2017,0.1
3/27/2017,0.7
3/28/2017,7
3/29/2017,14
3/30/2017,6.1
3/31/2017,3.7
4/1/2017,1
4/2/2017,1.3
4/3/2017,12.9
4/4/2017,5
4/5/2017,0.2
4/6/2017,0
4/7/2017,0
4/8/2017,0.2
