Date,Item,Peliyagoda,Kandy,Dambulla,Meegoda,Norochchole,Thambuththegama,Keppetipola,Nuwaraeliya,Bandarawela,Veyangoda
2022-01-12,Leeks,340--360,360--370,300--350,360--420,,350-370,320--340,350-360,320-340,360--400
2022-01-13,Leeks,200-220,170--180,170--210,220--230,,200--220,180-200,190-200,160--180,
2022-01-18,Leeks,150-180,200--210,180--220,,,200--220,170-180,170-190,160--180,
2022-01-19,Leeks,150-170,180--200,160--190,200--220,,190--210,170-180,160-170,160--180,
2022-01-20,Leeks,160-180,180--200,160--200,190--200,,200--220,160-170,150-160,160--180,
2022-01-21,Leeks,200-220,150--160,150--180,180--190,,180--200,150-160,140-150,160--180,
2022-01-24,Leeks,160-180,180--200,170--190,180--190,,170--180,150-160,160-165,,
2022-01-25,Leeks,160-180,170--180,140--180,190--200,,170--190,170-175,190-200,140--160,
2022-01-26,Leeks,170-190,150--160,150--170,200--230,,200--220,170-190,190-200,160--200,
2022-01-27,Leeks,180-200,160--180,170--180,200--230,,190--220,170-180,170-180,160--180,
2022-01-28,Leeks,160-180,160--180,150--170,190--220,,190--210,150-170,170-180,140--160,
2022-01-31,Leeks,160-180,160--170,150--180,190--200,,170--190,160-170,150-160,,
2022-02-02,Leeks,150-160,140--160,140--160,170--180,,150--170,150-160,140-150,,
2022-02-03,Leeks,90-110,80--90,80--120,110--140,,100--120,80--100,100-105,90-110,100--120
2022-02-06,Leeks,160-180,170--180,180--200,240--250,,200--230,170--175,180-190,180-200,200--230
2022-02-08,Leeks,140-150,150--160,100--120,170--180,,130--150,90--120,100-110,100-120,120--150
2022-02-09,Leeks,140-160,180--200,150--160,190--200,,150--170,135--140,140-150,140-150,170--200
2022-02-11,Leeks,200--220,200--220,170--220,220--250,,200-220,160--180,180-190,180-200,200--240
2022-02-12,Leeks,350--360,340--350,330--360,380--420,,350-370,350--360,350-360,320-350,350--370
2022-02-14,Leeks,80-90,100-120,90--100,130-140,,110--120,100-120,95-100,,
2022-02-15,Leeks,80-100,120--130,120--130,130-140,,120--130,100-110,95-100,100--120,
2022-02-18,Leeks,170-200,100--120,70--100,125-130,,90--110,85-90,80-90,70--100,
2022-02-21,Leeks,70-80,90--100,70--90,100-120,,90--110,75-85,75-80,,
2022-03-01,Leeks,220-240,240--250,200--220,260--290,,220--240,230-250,220-230,,
2022-03-02,Leeks,160-180,140--150,135--160,170--180,,150--170,140-150,130-140,140--160,
2022-03-03,Leeks,100-110,120--130,100--120,110--130,,120--130,90--100,100-105,80-100,120--130
2022-03-06,Leeks,180-200,180--190,180--200,220--240,,200--230,170--180,180-190,180-200,200--220
2022-03-08,Leeks,130-140,120--150,150--180,160--180,,120--140,100--120,110-120,100-120,130--160
2022-03-10,Leeks,200--230,250--270,220--260,230--260,,220-240,200--220,210-220,,200--230
2022-03-11,Leeks,180--200,200--210,180--210,220--250,,200-230,170--180,180-190,180-200,220--230
2022-03-14,Leeks,70-80,80--90,90--100,110--130,,110--120,80--90,90-100,,110--110
2022-03-15,Leeks,70-80,80--90,90--110,110--120,,100--120,75--80,90-95,80-90,100--110
2022-03-16,Leeks,70-80,80--90,90--110,110--120,,100--120,75--80,90-95,80-90,100--110
2022-03-18,Leeks,90-100,90--100,75--100,,,90--100,65--75,80-90,70-80,
2022-03-21,Leeks,80-90,80--90,55--80,95--110,,80--100,70--80,75-85,,80--90
2022-03-22,Leeks,60-80,70--80,70--100,95--110,,70--90,70--80,75-85,80-90,80--100
2022-03-23,Leeks,60-70,80--90,70--80,90--100,,70--80,60--70,75-85,80-90,80--90
2022-03-24,Leeks,70-80,80--90,70--80,90--100,,70--85,60--70,75-85,60-70,80--90
2022-03-25,Leeks,60-80,80-90,70-80,90-100,,70-85,70-80,70-88,60-70,80--90
2022-03-28,Leeks,80-90,80--90,75--90,90--100,,80--90,60--70,75-85,,80--90
2022-03-29,Leeks,70-90,70--80,70--90,90--100,,75--90,60--70,70-80,60-80,80--90
2022-03-30,Leeks,70-80,70--80,80--90,90--110,,70--85,65--75,75-85,55-70,80--90
2022-03-31,Leeks,90-110,70--80,80--90,100--110,,70--85,65--75,80-90,55-70,80--90
2022-04-03,Leeks,110-120,120--130,100--120,120--130,,120--130,80--90,90-95,80-100,100--120
2022-04-04,Leeks,170-180,110--120,100--120,,,,70--80,90-95,,
2022-04-05,Leeks,90-100,90--100,120--160,110--140,,100--120,80--100,110-115,80-100,90--100
2022-04-07,Leeks,170-180,150--160,140--180,180--210,,160--180,150--160,150-160,,180--210
2022-04-08,Leeks,140-150,200--220,160--180,160--180,,130--150,110--120,120-130,110-120,130--150
2022-04-10,Leeks,200--220,240--260,200--250,240--260,,220-240,220--250,210-220,200-220,220--250
2022-04-11,Leeks,180--200,190--200,180--220,230--250,,200-230,180--190,180-190,180-200,210--230
2022-04-18,Leeks,70-90,100--120,70--80,,,80--100,70--80,70-75,,80--90
2022-04-19,Leeks,80-90,80--100,80--90,110--120,,85--100,60--70,70-75,60-80,85--95
2022-04-20,Leeks,60-80,70--80,70--90,100--120,,80--100,,,80-100,90--100
2022-04-21,Leeks,90-100,120--140,170--200,110--120,,90--100,60--70,70-75,100-120,
2022-04-22,Leeks,90-100,90--100,90--110,100--110,,90--100,60--70,65-75,90-100,90--100
2022-04-25,Leeks,50-60,60--70,80--100,85--100,,80--90,55--60,60-65,,80--100
2022-04-26,Leeks,60-80,60--70,60--80,90--100,,80--100,45--55,60-65,60-80,80--90
2022-04-27,Leeks,60-80,80--90,80--100,70--90,,85--100,50--55,60-65,70-80,70--80
2022-04-29,Leeks,130-150,90--100,150--160,,,140--160,60--70,60-65,80-100,
2022-05-01,Leeks,220-240,200--210,200--240,240--260,,230--250,200-210,210-220,200--230,
2022-05-04,Leeks,130-150,130--150,100--110,120--140,,100--110,70--80,90-95,90-100,120--120
2022-05-05,Leeks,100-110,120--130,120--140,130--150,,110--120,80--90,110-115,80-100,100--130
2022-05-07,Leeks,160-170,150--170,140--160,190--210,,180--200,140--150,150-160,140-150,180--190
2022-05-08,Leeks,150-160,130--150,120--140,160--180,,130--150,100--110,120-130,100-120,130--150
2022-05-09,Leeks,120--130,150--160,150--180,200--220,,160-180,150--160,160-170,,170--180
2022-05-10,Leeks,200--220,220--230,200--230,240--270,,230-250,200--220,210-220,210-230,230--260
2022-05-12,Leeks,300--320,330--350,300--350,,,370-390,330--340,330-340,,350--370
2022-05-13,Leeks,140-150,180--200,280--300,,,140--160,90--100,110-120,120-140,
2022-05-17,Leeks,120-130,110--130,120--150,,,160--180,100--120,110-120,130-150,
2022-05-18,Leeks,140-160,130--150,140--150,160--180,,120--140,100--110,110-120,110-120,140--160
2022-05-19,Leeks,100-110,130--150,120--140,160--170,,130--160,110--120,120-130,150-160,130--150
2022-05-20,Leeks,100-130,120--140,120--140,160--180,,130--160,120--130,130-140,120-140,120--130
2022-05-23,Leeks,110-130,130--150,130--160,150--180,,150--170,130--140,150-160,,120--130
2022-05-24,Leeks,120-140,130--150,130--140,170--190,,160--190,160--170,160-170,150-160,140--150
2022-05-25,Leeks,130-150,140--150,140--150,180--220,,160--190,160--170,160-170,150-160,140--160
2022-05-26,Leeks,180-200,150--170,150--170,190--220,,190--210,180--190,190-200,180-200,130--160
2022-05-27,Leeks,180-200,180--200,150--200,220--250,,200--220,190--200,210-220,180-200,180--200
2022-05-30,Leeks,180-190,180--200,120--160,220--260,,230--250,175--180,200-210,,200--220
2022-05-31,Leeks,200-220,180--200,150--180,220--250,,220--240,180--190,200-210,180-200,210--230
2022-06-01,Leeks,250-270,210--220,170--200,230--240,,230--250,200-210,200-205,180--200,
2022-06-04,Leeks,120-140,90--110,90--110,120--130,,100--110,75--85,90-95,80-100,80--100
2022-06-06,Leeks,190-210,170--190,130--160,210--220,,200--220,170--180,170-190,,200--220
2022-06-07,Leeks,140-150,190--200,160--180,200--220,,160--180,140--150,150-160,140-160,190--200
2022-06-09,Leeks,150--160,140--150,140--160,200--220,,160-180,150--160,160-170,150-160,170--180
2022-06-10,Leeks,150--180,200--220,200--230,260--270,,230-250,200--210,210-220,180-220,230--250
2022-06-12,Leeks,320--330,330--350,320--360,380--410,,370-390,,330-340,280-320,360--380
2022-06-13,Leeks,180-200,170--200,180--200,200--230,,180--210,,170-180,,200--220
2022-06-15,Leeks,160-180,170--190,,,,,150--170,180-190,180-200,
2022-06-16,Leeks,180-200,160--180,180--220,220--230,,200--220,170--180,180-190,180-200,180--200
2022-06-17,Leeks,180-200,170--180,150--160,220--230,,190--210,160--170,170-180,170-180,180--200
2022-06-20,Leeks,160-180,140--160,180--200,190--200,,190--210,140--160,120-130,,180--200
2022-06-21,Leeks,130-140,120--140,150--180,170--190,,180--200,130--140,120-140,150-160,
2022-06-22,Leeks,150-170,100--120,180--190,160--180,,160--180,120--130,120-140,140-150,170--180
2022-06-23,Leeks,150-170,120--140,170--190,160--170,,160--180,145--155,150-160,150-160,170--180
2022-06-24,Leeks,150-160,150--160,170--180,180--190,,160--180,150--160,160-170,130-140,160--180
2022-06-27,Leeks,120-160,170--180,100--120,190--220,,180--200,150--160,150-160,,190--200
2022-06-28,Leeks,130-170,150--160,130--140,190--220,,180--200,150--160,140-150,120-150,180--200
2022-06-29,Leeks,160-180,170--180,110--120,180--210,,170--190,135--140,130-140,130-150,180--200
2022-06-30,Leeks,150-180,170--180,140--160,170--190,,160--180,120--130,130-140,120-150,160--200
2022-07-01,Leeks,220-250,200--210,180--220,230--240,,200--230,180-200,190-195,170--200,
2022-07-03,Leeks,80-90,80--90,80--90,110--120,,100--120,70--80,80-90,,110--120
2022-07-04,Leeks,70-100,80--90,70--90,110--120,,90--100,65--75,80-85,80-90,80--100
2022-07-06,Leeks,160-200,160--180,180--200,210--220,,190--200,170--180,170-180,180-200,190--200
2022-07-07,Leeks,160-180,160--180,120--150,220--230,,170--190,150--160,150-160,140-160,200--200
2022-07-09,Leeks,140--160,140--160,200--250,200--220,,160-180,140--150,160-170,150-160,170--180
2022-07-10,Leeks,160--180,220--230,190--210,240--270,,220-240,200--210,210-220,200-220,240--250
2022-07-14,Leeks,230-250,160--200,160--180,,,190--210,160--170,170-180,150-160,
2022-07-15,Leeks,180-200,180--200,150--160,230--250,,180--200,140--150,160-170,150-170,230--260
2022-07-18,Leeks,180-200,150--180,170--190,210--220,,170--200,150--160,150-160,,190--200
2022-07-19,Leeks,160-180,150--170,160--180,190--200,,170--200,130--140,140-150,140-160,180--200
2022-07-20,Leeks,160-170,110--120,130--160,180--200,,180--200,140--160,140-150,140-150,190--220
2022-07-21,Leeks,160-180,200--210,150--170,180--200,,180--210,150--160,140-150,140-160,200--200
2022-07-22,Leeks,180-200,170--180,150--180,180--200,,180--200,140--150,140-150,140-160,180--220
2022-07-25,Leeks,130-150,120--130,100--120,190--200,,160--180,140--150,140-150,,210--220
2022-07-26,Leeks,170-190,120--130,120--130,180--200,,160--180,120--130,130-140,140-150,180--180
2022-07-27,Leeks,160-180,130--140,120--140,180--200,,150--170,110--120,130-140,130-140,180--180
2022-07-28,Leeks,180-200,130--140,100--140,180--190,,150--170,100--120,120-130,120-130,180--200
2022-07-29,Leeks,150-160,80--100,130--150,170--180,,140--160,90--110,110-120,100-120,180--180
2022-08-02,Leeks,120-130,140--160,150--180,150--170,,150--160,125-130,130-140,150--150,
2022-08-03,Leeks,80-100,80--90,70--85,110--120,,100--110,60--70,70-90,80-100,100--110
2022-08-04,Leeks,70-90,80--90,70--90,100--120,,80--100,50--65,80-85,60-80,80--100
2022-08-06,Leeks,180-200,160--180,220--240,200--220,,180--200,160--170,160-170,160-180,190--200
2022-08-08,Leeks,140-150,100--120,110--130,160--180,,130--150,100--110,110-120,,150--180
2022-08-09,Leeks,140--150,160--180,140--160,200--220,,170-180,140--150,150-160,150-160,150--180
2022-08-11,Leeks,200--220,220--240,200--220,,,210-230,190--200,200-210,170-190,
2022-08-15,Leeks,160-180,180--200,180--210,220--250,,200--220,170--190,180-200,,180--190
2022-08-16,Leeks,180-200,190--200,170--180,220--250,,220--240,160--170,170-180,150-170,200--220
2022-08-17,Leeks,160-170,170--180,140--150,220--240,,210--230,160--170,170-180,140-150,180--200
2022-08-18,Leeks,170-180,180--200,140--180,180--200,,180--200,140--150,150-160,130-140,190--220
2022-08-19,Leeks,160-180,150--170,150--160,190--200,,170--200,130--140,140-150,140-150,180--210
2022-08-22,Leeks,150-160,140--150,160--170,160--190,,160--170,150--160,160-170,,170--190
2022-08-23,Leeks,150-160,180--200,180--200,200--220,,170--200,130--150,160-170,130-150,160--180
2022-08-24,Leeks,150-160,150--160,140--170,180--220,,170--200,150--160,160-170,150-170,180--200
2022-08-25,Leeks,140-150,150--170,160--180,200--220,,180--200,150--160,160-170,150-160,180--220
2022-08-26,Leeks,140-150,150--170,130--150,200--230,,180--200,145--155,150-160,140-160,200--200
2022-08-29,Leeks,150-160,150--170,130--160,190--200,,160--180,140--150,140-150,,170--180
2022-08-30,Leeks,140-160,150--170,130--140,190--200,,150--170,140--145,140-150,140-160,150--190
2022-09-02,Leeks,130-150,100--120,130--150,160--180,,140--160,120-130,120-130,150--150,
2022-09-03,Leeks,70-80,70--80,75--90,100--110,,80--100,70--80,70-80,70-80,90--100
2022-09-05,Leeks,100-120,100--110,90--100,140--150,,100--120,90--100,110-115,,110--130
2022-09-06,Leeks,160-180,180--190,170--200,210--220,,180--200,160--170,160-170,180-190,200--200
2022-09-08,Leeks,150-170,120--140,120--130,,,140--160,,110-120,,140--180
2022-09-09,Leeks,140--150,150--170,140--150,,,170-180,,160-170,150-160,190--200
2022-09-11,Leeks,200--220,200--220,220--250,240--270,,220-240,190--200,210-215,180-200,220--240
2022-09-12,Leeks,320--350,280--300,300--350,360--380,,320-350,280--310,320-330,300-320,340--370
2022-09-13,Leeks,230--240,250--260,220--250,250--270,,220-240,200--220,210-220,200-220,250--260
2022-09-14,Leeks,220--230,240--260,240--280,260--270,,220-240,210--220,200-220,220-230,240--260
2022-09-15,Leeks,230--250,200--220,230--250,250--260,,230-250,200--210,200-210,220-240,240--270
2022-09-16,Leeks,150--160,160--180,150--180,250--260,,220-250,180--190,190-200,180-200,240--250
2022-09-19,Leeks,200--220,200--220,180--220,230--240,,220-240,200--210,190-210,,210--240
2022-09-20,Leeks,200--220,210--230,220--240,240--260,,220-240,200--220,200-210,180-200,230--240
2022-09-21,Leeks,200--220,200--220,180--230,250--260,,220-240,180--200,210-220,200-220,220--230
2022-09-22,Leeks,200--230,220--240,180--240,240--260,,220-240,200--210,210-220,180-200,220--230
2022-09-23,Leeks,220--240,220--230,200--250,250--260,,220-250,200--210,200-210,200-220,230--250
2022-09-26,Leeks,250--260,200--220,180--220,240--260,,220-240,210--220,200-210,,240--250
2022-09-27,Leeks,250--270,200--220,180--220,240--260,,220-240,210--220,200-210,200-220,230--250
2022-09-28,Leeks,220--240,200--210,180--210,240--260,,230-250,200--220,200-220,200-220,230--250
2022-09-29,Leeks,180--190,200--210,200--220,240--250,,210-240,210--220,210-220,200-230,220--240
2022-09-30,Leeks,150--170,190--210,180--220,240--260,,220-240,200--210,210-220,210-220,220--250
2022-10-01,Leeks,220-250,180--200,180--200,190--200,,180--200,160-170,160-170,,
2022-10-02,Leeks,140-150,100--120,100--130,150--160,,140--150,120-125,110-120,130--150,
2022-10-03,Leeks,70-80,80--90,80--90,90--100,,80--100,65--75,65-75,70-80,85--95
2022-10-06,Leeks,180-200,170--180,140--170,200--220,,180--200,170--180,170-180,170-180,200--220
2022-10-08,Leeks,150-160,130--150,120--140,,,140--160,,110-120,100-120,120--140
2022-10-10,Leeks,180--200,200--220,200--240,,,220-250,210--220,200-210,,
2022-10-11,Leeks,200--220,200--220,200--230,250--270,,220-240,200--220,210-220,200-220,220--250
2022-10-13,Leeks,160--180,170--180,180--200,230--250,,200-230,170--180,190-200,190-210,180--220
2022-10-14,Leeks,150--160,170--180,120--150,230--240,,210-230,170--180,170-180,160-170,190--230
2022-10-17,Leeks,180--200,180--200,200--220,200--240,,190-210,160--170,180-190,,190--210
2022-10-18,Leeks,160--180,180--200,180--220,210--240,,190-220,180--190,180-190,160-180,200--220
2022-10-19,Leeks,180--200,180--200,170--200,220--240,,190-220,180--190,190-200,180-200,200--220
2022-10-20,Leeks,180--200,180--200,190--210,230--240,,200-220,180--190,190-200,160-180,200--220
2022-10-21,Leeks,200--230,200--220,200--210,220--240,,200-220,180--190,190-210,180-200,200--220
2022-10-25,Leeks,180--190,200--210,190--220,230--250,,220-240,200--210,210-220,180-200,220--220
2022-10-26,Leeks,180--200,250--280,200--230,230--280,,200-220,180--200,210-220,170-190,220--220
2022-10-27,Leeks,200--230,250--260,200--230,250--260,,210-240,190--200,190-200,190-210,220--230
2022-10-28,Leeks,180--200,220--230,180--210,240--250,,220-240,180--200,190-200,190-200,220--230
2022-10-31,Leeks,180--210,200--220,230--280,230--250,,220-240,180--190,190-200,,220--230
2022-11-01,Leeks,200-220,180--200,180--220,190--200,,190--200,170-180,160-170,160--170,
2022-11-02,Leeks,100-120,120-130,100--140,140-160,,140--160,120-125,110-120,120--140,
2022-11-03,Leeks,70-80,70--80,80--90,80--90,,80--90,70--80,85-95,60-80,80--90
2022-11-07,Leeks,300-340,190--200,180--200,290--300,,190--200,170--180,160-170,,240--260
2022-11-10,Leeks,150--180,210--230,180--210,240--260,,220-240,190--210,200-220,180-200,220--240
2022-11-11,Leeks,200--220,200--220,200--230,250--260,,220-240,200--220,210-220,200-220,220--240
2022-11-14,Leeks,180--200,220--240,230--250,,,220-240,210--220,200-210,,220--260
2022-11-15,Leeks,240--260,250--270,200--230,250--280,,200-230,210--220,230-240,200-220,230--250
2022-11-16,Leeks,200--220,240--250,210--230,250--290,,220-240,230--240,250-260,200-230,240--260
2022-11-17,Leeks,250--300,230--240,200--230,260--290,,260-280,240--250,250-260,200-210,240--270
2022-11-18,Leeks,280--300,280--300,240--260,300--320,,260-290,280--290,280-300,250-270,270--280
2022-11-21,Leeks,320--330,320--330,300--350,340--350,,320-340,310--320,290-300,,340--350
2022-11-22,Leeks,320--330,300--320,300--350,330--350,,310-330,290--300,280-290,250-280,330--340
2022-11-23,Leeks,330--350,280--300,330--350,330--350,,320-340,280--300,290-300,280-320,280--330
2022-11-24,Leeks,250--280,300--320,340--360,330--350,,300-330,310--320,310-320,300-320,300--350
2022-11-25,Leeks,300--320,340--350,330--350,360--400,,360-380,330--350,340-360,300-330,320--360
2022-11-28,Leeks,360--380,370--380,360--400,400--420,,390-410,330--350,335-345,,370--380
2022-11-29,Leeks,360--380,360--370,280--330,390--420,,380-400,320--340,330-345,280-320,360--380
2022-11-30,Leeks,250--260,360--370,300--350,360--420,,360-370,320--340,340-350,300-340,360--400
2022-12-01,Leeks,190-200,170--190,170--200,190--210,,180--200,170-180,180-185,180--200,
2022-12-04,Leeks,150-160,80--90,80--90,110--130,,110--130,70--75,70-80,70-90,95--100
2022-12-05,Leeks,280-300,,220--250,,,160--170,100--110,110-115,120-140,
2022-12-07,Leeks,200-220,230--250,200--220,230--250,,180--200,,170-180,180-200,250--280
2022-12-08,Leeks,140-150,140--150,150--160,,,140--160,120--130,120-130,120-130,
2022-12-09,Leeks,180--200,220--230,200--220,230--250,,200-220,200--220,210-220,,200--230
2022-12-10,Leeks,150--180,200--210,180--200,230--260,,210-230,200--210,200-220,180-200,220--240
2022-12-12,Leeks,340-350,300--320,280--330,370--390,,350--370,330--350,360-370,300-320,350--380
2022-12-13,Leeks,320--340,300--320,300--350,380--420,,380-420,330--350,360-370,320-340,360--380
2022-12-14,Leeks,300--320,300--320,300--350,380--420,,380-400,330--350,360-370,320-350,340--380
2022-12-15,Leeks,300--320,330--350,300--350,400--430,,370-400,320--350,340-360,330-350,380--400
2022-12-16,Leeks,300--320,320--350,280--350,390--410,,370-400,300--330,310-320,300-330,360--400
2022-12-19,Leeks,330--350,320--340,300--350,360--380,,320-340,300--320,290-310,,350--360
2022-12-20,Leeks,330-350,300--330,300--320,330--360,,320--350,280--300,300-320,300-320,330--350
2022-12-21,Leeks,300--330,320--340,300--330,350--380,,320-350,280--300,310-320,300-320,350--360
2022-12-22,Leeks,250--270,230--250,250--280,350--370,,320-350,250--260,310-320,250-270,300--340
2022-12-23,Leeks,320--350,250--280,270--300,350--360,,340-370,260--270,290-300,220-250,300--340
2022-12-26,Leeks,320--350,380--400,350--380,350--360,,350-380,270--280,290-300,,
2022-12-27,Leeks,280--300,320--340,280--320,330--370,,340-370,260--300,290-300,280-300,340--380
2022-12-28,Leeks,300--320,300--320,280--320,330--370,,330-350,260--300,280-300,280-300,320--360
2022-12-29,Leeks,300--320,280--300,280--320,340--360,,340-350,250--300,280-290,280-300,340--360
2022-12-30,Leeks,230--250,300--320,260--300,320--360,,330-350,280--300,290-300,260-280,330--360
2023-01-02,Leeks,170--190,150--160,150--180,180--200,,150-180,120--140,140-150,140-160,150--200
2023-01-03,Leeks,150--160,170--180,150--170,180--200,,140-160,150--160,150-160,,180--180
2023-01-06,Leeks,200--220,240--250,240--280,270--320,,290-320,230--250,260-270,,270--300
2023-01-09,Leeks,70--80,80--90,80--110,90--110,,80-90,60--70,70-80,,90--120
2023-01-11,Leeks,120--130,100--120,100--120,130--150,,110-130,100--120,110-120,,100--130
2023-01-12,Leeks,180--200,200--220,180--220,230--260,,220-240,180--200,190-200,,240--260
2023-01-16,Leeks,180--200,260--280,180--220,290--300,,250-280,230--240,230-240,,240--290
2023-01-17,Leeks,200--220,250--260,200--240,260--300,,250-280,240--250,240-240,240-260,260--290
2023-01-18,Leeks,230--250,220--250,300--330,270--280,,240-260,230--240,220-230,220-240,250--280
2023-01-19,Leeks,230--250,220--250,200--220,270--280,,240-260,210--230,210-220,200-220,260--270
2023-01-20,Leeks,230--250,200--230,200--230,250--260,,220-240,200--210,200-220,220-240,240--260
2023-01-23,Leeks,200--220,230--250,180--220,220--240,,220-240,190--200,200-220,,200--240
2023-01-24,Leeks,200--220,220--250,150--220,230--250,,220-240,200--210,210-220,200-220,220--250
2023-01-25,Leeks,180--200,220--230,180--210,230--250,,220-240,180--200,190-200,180-200,200--230
2023-01-26,Leeks,220--250,220--240,210--240,230--250,,230-260,170--180,190-200,160-180,220--260
2023-01-27,Leeks,190--200,200--220,180--220,240--250,,210-230,170--180,180-190,150-170,200--240
2023-01-30,Leeks,180--200,170--190,130--160,200--210,,150-180,150--160,160-170,,200--230
2023-02-01,Leeks,260--300,280--300,300--330,,,320-340,280--300,270-280,,350--370
2023-02-02,Leeks,180--190,160--200,150--180,190--200,,150-170,130--140,140-150,130-150,130--190
2023-02-03,Leeks,170--180,180--190,140--160,180--200,,150-170,140--150,,,160--180
2023-02-05,Leeks,180--200,180--200,230--260,200--250,,180-200,140--160,180-190,,180--190
2023-02-06,Leeks,300--320,270--280,240--280,300--330,,290-330,,260-270,,280--300
2023-02-08,Leeks,130--150,110--120,120--150,,,110-130,100--120,100-110,,
2023-02-10,Leeks,60--80,70--80,75--90,90--110,,70-90,50--60,70-80,,80--100
2023-02-11,Leeks,120--130,100--120,120--130,130--140,,120-130,100--110,110-120,,120--130
2023-02-13,Leeks,180--200,180--200,140--180,180--210,,160-180,170--180,160-180,,190--200
2023-02-14,Leeks,170--180,160--180,180--220,180--230,,160-180,160--180,170-180,150-170,190--190
2023-02-15,Leeks,160--180,170--200,160--200,190--230,,170-200,170--190,170-180,180-200,180--220
2023-02-16,Leeks,180--200,180--210,160--200,210--230,,200-220,170--180,180-190,180-200,200--230
2023-02-17,Leeks,180--200,180--200,180--200,200--240,,180-200,160--180,190-200,180-200,200--220
2023-02-20,Leeks,150--160,160--180,180--200,200--210,,180-200,150--160,160-170,,180--200
2023-02-21,Leeks,150--170,160--180,170--220,180--200,,170-200,160--165,150-160,,180--220
2023-02-22,Leeks,160--180,160--170,170--200,180--200,,180-200,150--160,160-170,,180--210
2023-02-23,Leeks,180--200,150--170,160--200,190--200,,190-210,160--170,160-170,,180--200
2023-02-24,Leeks,180--200,150--170,160--200,180--210,,170-190,150--160,150-160,,190--200
2023-02-27,Leeks,160--180,150--160,160--180,170--190,,150-180,150--155,150-160,,170--190
2023-02-28,Leeks,120--140,160--170,160--180,180--200,,150-170,150--160,150-160,,180--180
2023-03-01,Leeks,300--320,280--300,250--300,320--360,,310-330,250--260,260-270,260-280,320--330
2023-03-02,Leeks,180--200,160--170,140--160,180--210,,150-170,130--140,150-160,140-160,150--190
2023-03-03,Leeks,150--170,150--170,150--180,190--200,,160-180,140--150,150-160,,170--180
2023-03-04,Leeks,160--180,170--180,170--210,200--250,,190-220,170--180,190-200,,190--200
2023-03-05,Leeks,180--200,180--200,180--200,180--250,,190-210,150--160,180-190,,180--200
2023-03-08,Leeks,150--160,110--120,120--140,120--140,,110-130,100--120,110-120,,130--160
2023-03-10,Leeks,70--80,90--100,60--80,90--110,,75-90,60--70,70-80,,80--100
2023-03-11,Leeks,100--120,90--100,100--130,140--160,,130-150,100--110,110-130,,120--150
2023-03-13,Leeks,150--160,150--160,140--160,200--220,,150-170,140--145,150-160,,150--170
2023-03-14,Leeks,150--170,140--150,140--180,180--210,,150-170,130--140,160-170,,160--160
2023-03-15,Leeks,140--160,150--170,150--180,170--200,,140-160,120--130,160-170,,160--180
2023-03-16,Leeks,140--150,160--170,140--180,170--190,,150-170,140--160,150-160,,170--170
2023-03-17,Leeks,140--150,150--160,160--180,200--220,,150-170,150--160,150-160,,170--180
2023-03-20,Leeks,150--160,150--160,150--180,170--200,,150-180,140--150,150-160,,170--180
2023-03-21,Leeks,140--150,140--150,140--170,160--190,,150-170,140--150,150-160,,140--190
2023-03-22,Leeks,140--160,140--150,150--180,170--200,,150-170,120--140,140-140,,150--165
2023-03-23,Leeks,140--160,150--160,140--160,170--200,,140-160,150--160,150-160,,150--170
2023-03-24,Leeks,140--150,130--140,140--170,170--200,,140-160,140--145,150-160,,150--160
2023-03-27,Leeks,180--220,200--210,170--220,200--240,,200-220,190--200,200-210,,190--220
2023-03-28,Leeks,200--220,230--240,200--220,240--260,,220-240,200--210,210-220,,190--220
2023-03-29,Leeks,180--200,200--220,200--220,220--260,,220-240,170--180,190-200,,220--230
2023-03-30,Leeks,200--210,220--230,180--220,200--260,,210-230,180--190,190-200,,220--230
2023-03-31,Leeks,180--200,190--210,170--200,220--260,,210-230,150--170,190-200,,200--220
2023-04-01,Leeks,220--250,250--280,250--300,320--350,,290-320,250--260,240-250,240-260,280--320
2023-04-04,Leeks,160--180,170--180,140--180,180--250,,190-220,,190-200,,180--190
2023-04-05,Leeks,180--220,180--200,180--200,200--250,,180-200,,170-180,,180--200
2023-04-07,Leeks,180--200,170-180,160--180,,,210-230,170--180,180-190,,
2023-04-08,Leeks,130--140,110--120,120--140,130--150,,130-150,120--130,130-140,,130--160
2023-04-09,Leeks,80--100,60--70,60--70,70--100,,70-90,60--70,50-60,,70--90
2023-04-10,Leeks,80--100,60--80,60--80,85--90,,70-90,50--60,80-90,,80--100
2023-04-12,Leeks,180--220,200--220,200--250,220--250,,230-250,180--210,210-220,,230--260
2023-04-17,Leeks,180--200,210--220,230--250,,,190-220,180--190,190-200,,
2023-04-18,Leeks,180--200,220--230,160--180,210--240,,220-240,170--180,190-200,,210--250
2023-04-19,Leeks,180--200,220--230,200--220,200--260,,200-230,160--180,190-200,,220--230
2023-04-20,Leeks,180--200,200--220,150--200,200--250,,210-230,180--190,190-200,,190--220
2023-04-21,Leeks,140--150,150--170,150--170,200--260,,200-220,180--190,200-210,,210--220
2023-04-24,Leeks,180--200,200--210,180--200,180--240,,190-220,180--190,190-200,,210--230
2023-04-25,Leeks,180--200,180--190,150--180,200--240,,180-200,160--170,180-190,,180--210
2023-04-26,Leeks,150--180,170--180,170--200,200--240,,180-210,150--160,180-190,,190--210
