Date,Kandy_Beans,Dambulla_Beans,Exchange Rate_Beans,Kandy_Carrot,Dambulla_Carrot,Exchange Rate_Carrot,Kandy_Leaks,Dambulla_Leaks,Buy Rate_Leaks
2023-10-31,275.0,315.0,327.38,260.0,260.0,327.38,110.0,115.0,322.17
2023-11-01,280.0,316.25,327.62,135.0,120.0,327.62,225.0,210.0,322.35
2023-11-02,285.0,317.5,328.03,126.67,118.33,328.03,206.67,193.33,322.44
2023-11-03,290.0,318.75,329.06,118.33,116.67,329.06,188.33,176.67,323.66
2023-11-04,295.0,320.0,329.03,110.0,115.0,329.03,179.72,173.61,323.75
2023-11-05,300.0,321.25,329.01,130.0,130.0,329.01,171.11,170.56,323.85
2023-11-06,305.0,322.5,328.98,240.0,222.5,328.98,162.5,167.5,323.95
2023-11-07,310.0,323.75,327.74,350.0,315.0,327.74,135.0,135.0,321.59
2023-11-08,315.0,325.0,327.12,370.0,375.0,327.12,125.0,120.0,322.51
2023-11-09,350.0,315.0,328.41,190.0,205.0,328.41,75.0,70.0,323.16
2023-11-10,290.0,350.0,328.46,150.0,165.0,328.46,55.0,57.5,322.4
2023-11-11,357.5,337.5,328.04,230.0,252.5,328.04,93.33,105.0,322.31
2023-11-12,425.0,325.0,327.62,310.0,340.0,327.62,131.67,152.5,322.21
2023-11-13,315.0,375.0,327.19,335.0,375.0,327.19,170.0,200.0,322.12
2023-11-14,365.0,325.0,326.89,335.0,375.0,326.89,170.0,210.0,321.71
2023-11-15,300.0,330.0,327.36,290.0,380.0,327.36,125.0,145.0,322.58
2023-11-16,315.0,325.0,328.64,290.0,325.0,328.64,130.0,130.0,323.35
2023-11-17,360.0,340.0,328.07,290.0,285.0,328.07,135.0,130.0,322.84
2023-11-18,385.0,351.67,328.02,286.67,295.0,328.02,138.33,136.67,322.82
2023-11-19,410.0,363.33,327.97,283.33,305.0,327.97,141.67,143.33,322.81
2023-11-20,435.0,375.0,327.92,280.0,315.0,327.92,145.0,150.0,322.8
2023-11-21,425.0,400.0,328.09,285.0,280.0,328.09,130.0,140.0,323.06
2023-11-22,475.0,375.0,328.39,250.0,275.0,328.39,130.0,150.0,323.48
2023-11-23,465.0,475.0,328.48,255.0,275.0,328.48,135.0,160.0,323.51
2023-11-24,475.0,475.0,328.72,290.0,260.0,328.72,190.0,155.0,323.56
2023-11-25,503.33,485.0,328.73,303.33,270.0,328.73,206.67,175.0,323.59
2023-11-26,531.67,495.0,328.74,316.67,280.0,328.74,223.33,195.0,323.61
2023-11-27,560.0,505.0,328.75,330.0,290.0,328.75,240.0,215.0,323.64
2023-11-28,565.0,515.0,329.0,290.0,280.0,329.0,225.0,260.0,324.11
2023-11-29,545.0,497.73,329.51,243.33,235.0,329.51,253.33,273.33,324.15
2023-11-30,525.0,480.45,329.04,196.67,190.0,329.04,281.67,286.67,323.47
2023-12-01,505.0,463.18,327.56,150.0,145.0,327.56,310.0,300.0,322.9
2023-12-02,485.0,445.91,327.7,145.0,143.75,327.7,280.0,281.25,322.9
2023-12-03,465.0,428.64,327.84,140.0,142.5,327.84,250.0,262.5,322.9
2023-12-04,445.0,411.36,327.98,135.0,141.25,327.98,220.0,243.75,322.89
2023-12-05,425.0,394.09,328.03,130.0,140.0,328.03,190.0,225.0,323.0
2023-12-06,405.0,376.82,328.02,310.0,295.0,328.02,245.0,220.0,322.69
2023-12-07,385.0,359.55,327.13,310.0,290.0,327.13,130.0,140.0,321.88
2023-12-08,365.0,342.27,326.59,250.0,232.5,326.59,97.5,105.0,321.84
2023-12-09,345.0,325.0,326.7,190.0,175.0,326.7,116.67,119.17,321.95
2023-12-10,300.0,325.0,326.82,160.0,150.0,326.82,135.83,133.33,322.07
2023-12-11,312.5,287.5,326.93,235.0,220.0,326.93,155.0,147.5,322.18
2023-12-12,325.0,250.0,327.18,310.0,290.0,327.18,235.0,220.0,322.25
2023-12-13,325.0,275.0,327.1,290.0,310.0,327.1,245.0,210.0,321.77
2023-12-14,325.0,310.0,326.78,315.0,310.0,326.78,245.0,235.0,322.24
2023-12-15,365.0,315.0,326.72,340.0,365.0,326.72,250.0,240.0,321.69
2023-12-16,368.33,315.0,326.81,363.33,338.33,326.81,243.33,215.0,321.78
2023-12-17,371.67,315.0,326.9,386.67,311.67,326.9,236.67,190.0,321.86
2023-12-18,375.0,315.0,326.99,410.0,285.0,326.99,230.0,165.0,321.95
2023-12-19,375.0,275.0,326.92,360.0,410.0,326.92,210.0,230.0,321.93
2023-12-20,425.0,360.0,326.96,400.0,400.0,326.96,240.0,230.0,321.89
2023-12-21,475.0,375.0,326.97,400.0,450.0,326.97,270.0,265.0,321.92
2023-12-22,525.0,415.0,326.35,400.0,415.0,326.35,260.0,240.0,321.46
2023-12-23,535.0,432.0,326.23,433.0,442.0,326.23,265.0,254.0,321.28
2023-12-24,545.0,449.0,326.11,466.0,469.0,326.11,270.0,268.0,321.09
2023-12-25,555.0,466.0,325.99,499.0,496.0,325.99,275.0,282.0,320.91
2023-12-26,565.0,483.0,325.86,532.0,523.0,325.86,280.0,296.0,320.72
2023-12-27,575.0,500.0,325.74,565.0,550.0,325.74,285.0,310.0,320.53
2023-12-28,525.0,550.0,324.23,565.0,575.0,324.23,295.0,290.0,319.15
2023-12-29,590.0,475.0,323.92,625.0,725.0,323.92,395.0,515.0,319.18
